"Study","rstudent","dffits","cook.d","cov.r","tau2.del","QE.del","hat","weight","ResponseVariable","IsInfluential"
78,0.00974104068582277,5.84037277485314e-06,3.41099541499391e-11,1.0000006775612,0.00573051841490933,2461.83984080727,3.37489763814596e-07,3.37489763814596e-05,"Crop yield",FALSE
79,1.64666492069151,0.120898165835546,0.0144939895561519,0.99752740486454,0.00566633642278711,2454.75033122348,0.00575728063534334,0.575728063534333,"Crop yield",FALSE
80,0.0968519925185009,0.00128995135500536,1.66398133032808e-06,1.00030468190439,0.00573167567346294,2461.83756871166,0.000156217565457792,0.0156217565457792,"Crop yield",FALSE
81,0.200645664339708,0.00269393638248607,7.25732852993925e-06,1.00033156070816,0.00573178767389989,2461.81701256068,0.000168755305527132,0.0168755305527132,"Crop yield",FALSE
82,0.351404140037199,0.0342052462569784,0.00118009379232432,1.01411141930007,0.00578006364108291,2461.81452761854,0.00768501602617508,0.768501602617507,"Crop yield",FALSE
83,0.485432693567146,0.0456200150702103,0.00209709252455665,1.01338666507079,0.00577437052446399,2443.51386737228,0.00769141416661461,0.76914141666146,"Crop yield",FALSE
84,0.580146670592579,0.0535807632413123,0.00289019478825667,1.01270514307152,0.00576911233854704,2432.08880831176,0.00768540128781068,0.768540128781067,"Crop yield",FALSE
85,0.472366845751908,0.0445139409038789,0.00199685822228894,1.01346941373207,0.00577501519547172,2446.85527827618,0.00769135773955994,0.769135773955993,"Crop yield",FALSE
86,0.497820528031598,0.0466673548254664,0.00219424877862787,1.01330586396637,0.00577374176244269,2440.24829765285,0.00769137684756606,0.769137684756605,"Crop yield",FALSE
87,0.592811160961373,0.0546550067023095,0.00300686017409836,1.01261065508846,0.00576835081798791,2418.95671914428,0.00768870105543757,0.768870105543756,"Crop yield",FALSE
88,-1.28704907568666,-0.108294530393574,0.0116637215295662,1.00212753056598,0.0056946010290391,2442.02849035882,0.00670404178631173,0.670404178631172,"Crop yield",FALSE
89,-0.999973765314717,-0.0830924677070746,0.00690044358211743,1.0063894721834,0.00572684419348843,2446.66468404487,0.0068150070775994,0.681500707759939,"Crop yield",FALSE
90,0.0987323822416291,0.0115922399831792,0.000135426650481865,1.0133549706554,0.00578009364529294,2461.31543981339,0.00693297757993695,0.693297757993694,"Crop yield",FALSE
91,1.18369474160175,0.0996263831992446,0.00989897415233235,1.00513056392421,0.00571414961444242,2451.18251549215,0.00718377847491977,0.718377847491976,"Crop yield",FALSE
92,0.692660007506923,0.0608263705096821,0.00371740528574307,1.01098227894918,0.00575968316368168,2459.93111940031,0.0071803276530166,0.718032765301658,"Crop yield",FALSE
93,0.754522571250403,0.0650920493263593,0.00425337348337617,1.01020433724387,0.00575481033664861,2459.77245516965,0.00703062366313039,0.703062366313038,"Crop yield",FALSE
94,-0.868453741841015,-0.0728382414075937,0.00531326348767356,1.00834202326087,0.00573970544807564,2443.14781921901,0.00710931422007727,0.710931422007726,"Crop yield",FALSE
95,-0.542712739899138,-0.0412699350751217,0.00171056862338852,1.01024773977328,0.00576062181893193,2457.71499329351,0.0063353784852784,0.633537848527839,"Crop yield",FALSE
96,-0.0424743029855766,-0.000181122613378249,3.30655127554332e-08,1.01347578402866,0.00578048057687811,2460.31441701056,0.00700329773037092,0.700329773037091,"Crop yield",FALSE
97,0.520695500776108,0.0441398016684318,0.00195825456649719,1.01096100318724,0.00576568789653113,2461.58905726078,0.00639661719541999,0.639661719541998,"Crop yield",FALSE
98,0.489053953193979,0.0442677813007392,0.00197262995887228,1.01246833199168,0.00577132604859198,2461.48553083488,0.00717023313239141,0.71702331323914,"Crop yield",FALSE
99,0.796229000902751,0.0695558735288134,0.00485541034794493,1.01012726307367,0.00575234383210469,2458.07301681615,0.00726756720252857,0.726756720252856,"Crop yield",FALSE
100,0.424049933674735,0.0116754515567929,0.000136326563117594,1.00131852205406,0.00573521728060643,2461.7278250027,0.000715734138539389,0.0715734138539388,"Crop yield",FALSE
101,0.829302085784175,0.0598946406760223,0.00359300260101114,1.00682581863963,0.00574430612353875,2460.9706786293,0.00502649497661377,0.502649497661376,"Crop yield",FALSE
102,-3.54508031938147,-0.16973418502328,0.0285868947403354,0.980535433788377,0.00556325391645383,2443.16677958916,0.00204046807712865,0.204046807712865,"Crop yield",TRUE
103,0.499625671710451,0.015281242102056,0.000233541911265774,1.00158577430237,0.00573594870846234,2461.67464549487,0.000888809310729534,0.0888809310729533,"Crop yield",FALSE
104,0.700245799575447,0.0507615169378377,0.00258256462289573,1.00756886750599,0.0057507123641453,2461.33955529751,0.00494650391004018,0.494650391004017,"Crop yield",FALSE
105,-4.06926270325013,-0.197206420742319,0.0384854246542274,0.973391209595053,0.0055076712767485,2437.49963651555,0.00206208898287821,0.20620889828782,"Crop yield",TRUE
106,0.247162236667949,0.016302443838944,0.00026627901143551,1.00661757532715,0.00575470873242677,2461.83950344312,0.00349592691775865,0.349592691775865,"Crop yield",FALSE
107,0.199546447575047,0.0189013753934939,0.000359525017094587,1.01204832179254,0.0057747340051113,2461.76856594618,0.00632198532588268,0.632198532588267,"Crop yield",FALSE
108,0.126975129370713,0.00980578427451695,9.63868397095117e-05,1.0074440723139,0.00575819524009809,2461.81209244269,0.00387074675534843,0.387074675534842,"Crop yield",FALSE
109,0.109507187305238,0.0049077271030872,2.40941636690825e-05,1.00281058204697,0.00574103481290553,2461.83786053999,0.00145939673547379,0.145939673547379,"Crop yield",FALSE
110,-0.264228018817173,-0.0102362814102186,0.000104826551520133,1.0031401831159,0.00574153960560627,2461.60488761684,0.00172288961897046,0.172288961897046,"Crop yield",FALSE
111,-0.137902827436082,-0.00586663884381711,3.44553292362932e-05,1.00501077973334,0.00574885361578606,2461.66369552822,0.00264856794609341,0.26485679460934,"Crop yield",FALSE
112,-0.548361754512235,-0.0181594423994535,0.000329807009713759,1.00176603889274,0.00573542777002137,2461.29687863701,0.00113506910314254,0.113506910314254,"Crop yield",FALSE
113,-2.82235539988608,-0.157796464957283,0.0246787169950473,0.984772055794127,0.00559038176124755,2447.5873088024,0.00279525289918099,0.279525289918099,"Crop yield",TRUE
114,-0.122580169086649,-0.0034607662582274,1.19789048563223e-05,1.00194938049379,0.00573764743685321,2461.76836059552,0.00103425712786754,0.103425712786754,"Crop yield",FALSE
115,-1.16365226055521,-0.0458947943860019,0.00210591651344104,1.00080005152678,0.00572481860160396,2459.67845691283,0.00152856201572931,0.152856201572931,"Crop yield",FALSE
116,-0.641223420900251,-0.0346475105595458,0.0012013865626282,1.00450346304419,0.0057418496093818,2460.62680195305,0.00303789799527847,0.303789799527847,"Crop yield",FALSE
117,-1.20285653761819,-0.0808593149134716,0.00652707919207897,1.0021788207096,0.00571330772105621,2456.91340420791,0.00437341733327278,0.437341733327278,"Crop yield",FALSE
118,-0.188213834083446,-0.00867425296953516,7.53321179405243e-05,1.00521255639466,0.00574935989178603,2461.59503634664,0.00278425307111708,0.278425307111707,"Crop yield",FALSE
119,-0.472676380465381,-0.0289273170989787,0.000838474274265876,1.00690725474626,0.00575211966982394,2460.71438094065,0.00411244790481835,0.411244790481834,"Crop yield",FALSE
120,-0.0316241107613769,1.2477194477183e-05,1.56149892679382e-10,1.00829969080359,0.0057613650772791,2461.64899143073,0.00431437988328517,0.431437988328516,"Crop yield",FALSE
121,-1.0150704739227,-0.044649542089114,0.00199338898705113,1.00163718723775,0.00572829342251648,2459.96619667296,0.00191873175676205,0.191873175676205,"Crop yield",FALSE
122,-1.25977334906471,-0.0623861651693839,0.00388941712829654,1.00079250514657,0.0057180746459538,2458.79574162966,0.0023846984728017,0.23846984728017,"Crop yield",FALSE
123,-0.386282760967139,-0.0155863627282901,0.000243033060694274,1.0030680473531,0.00574061711188353,2461.44541875534,0.00176885050263002,0.176885050263002,"Crop yield",FALSE
124,-0.588461687033762,-0.0269284293810377,0.000725466002589252,1.00335367391089,0.00573959364903378,2461.00906930899,0.00218350731799196,0.218350731799195,"Crop yield",FALSE
125,0.628228917168649,0.0434534905202775,0.00189222637015147,1.00718471706462,0.00575164217007609,2461.52363930214,0.00444795932536795,0.444795932536795,"Crop yield",FALSE
126,0.234693028747725,0.0194050248242282,0.000378148343732241,1.00984503753291,0.00576646670930166,2461.83261942476,0.00519429058233199,0.519429058233198,"Crop yield",FALSE
127,-0.699025324753067,-0.0510340202513823,0.00261040354196221,1.00791605561063,0.00574859907164737,2458.30943572292,0.00555877765433803,0.555877765433802,"Crop yield",FALSE
128,0.456929373240015,0.0337615146714782,0.00114341319465659,1.0085343565401,0.00575923096605447,2461.74964384563,0.00481802123255644,0.481802123255644,"Crop yield",FALSE
129,-0.314067270021834,-0.0205799259884429,0.000425191946049134,1.00951093749225,0.00576345354514329,2460.71537436954,0.00524698746515527,0.524698746515527,"Crop yield",FALSE
130,0.316763970735123,0.0260002029717125,0.000679070541400484,1.01019946707673,0.00576693080568179,2461.83762988873,0.00548577007869369,0.548577007869369,"Crop yield",FALSE
131,0.0227771388523562,0.00370605838689747,1.37794380821673e-05,1.00860906767231,0.00576260270935234,2461.70313739947,0.00446308740030257,0.446308740030257,"Crop yield",FALSE
132,0.177434964404181,0.013087878116486,0.000171721257405266,1.00756061388835,0.00575846885210532,2461.82991837623,0.00395131247318145,0.395131247318144,"Crop yield",FALSE
133,-0.0209324490351563,-0.000160136716218053,2.56487701218679e-08,1.00210420479222,0.00573835396804858,2461.8132665248,0.00109829297981193,0.109829297981193,"Crop yield",FALSE
134,0.0502079425782893,0.00750820482215984,5.68060609606261e-05,1.01325985772361,0.00577983975791779,2461.13398459982,0.00687117261648176,0.687117261648175,"Crop yield",FALSE
135,0.0773426404975712,0.00878354891747718,7.75809556026275e-05,1.01129510152118,0.00577253879214695,2461.63136009965,0.00585624991124145,0.585624991124144,"Crop yield",FALSE
136,0.134851492776884,0.00305987133180739,9.36311645729681e-06,1.0008571864219,0.00573375117476637,2461.83700756587,0.000442723136121614,0.0442723136121613,"Crop yield",FALSE
137,0.154190097839355,0.0136651992265908,0.000187551527370353,1.00998471082355,0.00576746580829277,2461.7881902387,0.00520539616140127,0.520539616140126,"Crop yield",FALSE
138,-0.00187130307651092,-1.36841011989027e-06,1.87254627657035e-12,1.00001568407839,0.00573057423299187,2461.83972413894,8.20263514692643e-06,0.000820263514692642,"Crop yield",FALSE
139,-0.709756514148728,-0.0457188307456966,0.00209291184583238,1.00601950435538,0.0057437962769921,2459.73040250602,0.00429307960313538,0.429307960313538,"Crop yield",FALSE
140,0.318856975738597,0.0225809436705864,0.000511246068090327,1.00778432526676,0.00575838256927633,2461.83080090665,0.00418374299585753,0.418374299585753,"Crop yield",FALSE
141,-0.246973707299112,-0.0153697663144185,0.000237135921350148,1.0093902562209,0.00576390963519039,2461.02798455288,0.00506964304216734,0.506964304216733,"Crop yield",FALSE
142,0.228718260894866,0.0222144064141532,0.000497128979494355,1.01302475047093,0.00577800958396243,2461.75234864184,0.00687123531638742,0.687123531638741,"Crop yield",FALSE
143,-0.119728812509603,-0.00629372709005336,3.9801431037738e-05,1.01049206664569,0.00576906080785511,2461.246685923,0.0055043260641296,0.550432606412959,"Crop yield",FALSE
144,0.192823900093072,0.0145492006302639,0.000212275591839637,1.00802410835837,0.00576010073793338,2461.83141977977,0.00420248490467852,0.420248490467852,"Crop yield",FALSE
145,-0.0420103745036344,-0.000846650807596603,7.17892688503793e-07,1.0058472153169,0.0057522420233885,2461.72903262556,0.00304654021720026,0.304654021720026,"Crop yield",FALSE
146,0.25640503034248,0.0255357778374133,0.000657616320720494,1.0139694497263,0.00578109114274685,2461.65897015737,0.00741402205961043,0.741402205961042,"Crop yield",FALSE
147,0.0883477493506878,0.00439878727972536,1.93578855118445e-05,1.00316951693119,0.00574237674323378,2461.83347731822,0.00164526336149163,0.164526336149163,"Crop yield",FALSE
148,0.970039997061431,0.0839127016781604,0.00704899627911824,1.00824661613516,0.00573704037550275,2453.01719026301,0.00735316599568369,0.735316599568368,"Crop yield",FALSE
149,-0.057749267241427,-0.00143599733437296,2.06259045976324e-06,1.0023518467908,0.00573923419883825,2461.79433201335,0.00123256502185801,0.123256502185801,"Crop yield",FALSE
150,0.459342067578517,0.0394829772055937,0.00156750579691696,1.01133963962959,0.00576841015242442,2461.71446376162,0.00642497802305371,0.64249780230537,"Crop yield",FALSE
151,-0.416090266457904,-0.0223644619495926,0.000500819814989703,1.00551476823755,0.00574847402265514,2461.14424287369,0.00319685556790078,0.319685556790078,"Crop yield",FALSE
152,0.427209801643214,0.0330724719122376,0.00109789584793971,1.00932717612865,0.0057623593711696,2461.77644269262,0.00520437986209954,0.520437986209953,"Crop yield",FALSE
153,-1.71433180736879,-0.113277264362218,0.0127611336404805,0.996366218501893,0.00567063695963188,2453.75660096258,0.0040553578756478,0.40553578756478,"Crop yield",FALSE
154,0.245800206476054,0.0194628808473575,0.000380201581622678,1.00919308659444,0.00576402614266706,2461.83772476417,0.00485981283263844,0.485981283263843,"Crop yield",FALSE
155,-0.173340383831823,-0.00553506988672198,3.06441503556309e-05,1.00230614281435,0.00573884950471682,2461.72440956033,0.00123616207773415,0.123616207773415,"Crop yield",FALSE
156,1.22500943407449,0.104767581045691,0.010934993330796,1.00465472097491,0.00570827841525371,2437.14540274715,0.00745878647040418,0.745878647040417,"Crop yield",FALSE
157,-0.565153954267011,-0.0270771891938123,0.000733598219063401,1.00377578425079,0.00574110708761848,2461.00472435771,0.00240993918971284,0.240993918971284,"Crop yield",FALSE
158,-0.026802673706293,0.00126739400758855,1.62053992315084e-06,1.01425596735416,0.00578342480152331,2458.40678374782,0.00740092084591658,0.740092084591657,"Crop yield",FALSE
159,-0.653963164305127,-0.030656905166805,0.000940232492268154,1.00330129826711,0.00573851899832091,2460.83849981304,0.00226859368260034,0.226859368260034,"Crop yield",FALSE
160,-0.102775791512346,-0.00296534419504275,8.79516671966667e-06,1.00221652111788,0.00573866531733331,2461.77359639701,0.00117041937062723,0.117041937062723,"Crop yield",FALSE
161,-0.0325839624836887,-0.000107488450368972,1.15537672184318e-08,1.00002241807079,0.00573059693115798,2461.83775797495,1.20324966141305e-05,0.00120324966141305,"Crop yield",FALSE
162,0.228873700070507,0.0161219448997908,0.000260532370402245,1.00735567037495,0.00575748256834108,2461.83938981845,0.00387390340149824,0.387390340149823,"Crop yield",FALSE
163,-0.848437336659423,-0.0639117375587292,0.00408934690163594,1.00690198504603,0.00573923197926631,2456.67593054574,0.0057474105476204,0.574741054762039,"Crop yield",FALSE
164,0.00278083491157364,0.000503674036935769,2.53718214230271e-07,1.00165612011126,0.00573670133653745,2461.82561830478,0.000862800717559084,0.0862800717559083,"Crop yield",FALSE
165,0.357091505805727,0.0344418802754362,0.00119617006869025,1.01389967451614,0.00577922075924116,2461.82523152275,0.00758265078878687,0.758265078878686,"Crop yield",FALSE
166,0.434004137066931,0.0373063663029235,0.00139947907418755,1.0113464452961,0.00576898234181957,2461.75662123211,0.00635899626289081,0.63589962628908,"Crop yield",FALSE
167,0.526569486601666,0.0471765952355382,0.00223955313561682,1.01215732849755,0.00576925815332566,2461.33225604696,0.00712548289587983,0.712548289587981,"Crop yield",FALSE
168,-0.293960463656231,-0.0218230081153579,0.000479778407464826,1.01309197192552,0.00577627578946248,2456.26028565733,0.00715801171266557,0.715801171266556,"Crop yield",FALSE
169,0.75778499504363,0.0672393960974006,0.00454043281909377,1.0107475019787,0.00575584941812231,2456.76271933007,0.00743504929694136,0.743504929694135,"Crop yield",FALSE
170,0.323736129060588,0.031421292822428,0.000995570668279712,1.01389365180237,0.00577981363674419,2461.82922126992,0.00750136755539712,0.750136755539711,"Crop yield",FALSE
171,0.797382839698736,0.0690377316074928,0.00478271363802669,1.00994522397686,0.00575191230156786,2458.86618969833,0.00714262612334065,0.714262612334064,"Crop yield",FALSE
172,0.770023951788448,0.0681920472498876,0.00466920934531683,1.0106118750232,0.00575486770290575,2456.64079391087,0.00742571530032457,0.742571530032455,"Crop yield",FALSE
173,1.29566161964067,0.110744787029805,0.0121982127694385,1.00349970196143,0.00569883261885806,2423.84480364741,0.00751801847267398,0.751801847267397,"Crop yield",FALSE
174,0.465107820156492,0.0390910303091136,0.00153584770827375,1.01086723652222,0.00576673524053454,2461.71714015233,0.00617083607234639,0.617083607234638,"Crop yield",FALSE
175,0.508268492891901,0.0465101058155241,0.00217799926992629,1.01269488015853,0.00577149554168724,2461.15434548563,0.00737264647952669,0.737264647952668,"Crop yield",FALSE
176,0.453231292570557,0.0406160533651442,0.00166031386855845,1.01226568449797,0.00577159278141055,2461.68037492039,0.00693602691667486,0.693602691667485,"Crop yield",FALSE
177,0.417992265431887,0.037761131047075,0.00143541803487129,1.01244264843776,0.00577298830109585,2461.75730187591,0.00693367875665488,0.693367875665487,"Crop yield",FALSE
178,-0.319677201684585,-0.0222991168550101,0.000499797371358342,1.01088319424396,0.00576812368358647,2460.06423873668,0.00601015291232581,0.60101529123258,"Crop yield",FALSE
179,0.323222416524086,0.0166888093238154,0.000278745671274199,1.00433704693686,0.00574613827095018,2461.81435507985,0.00232585450695049,0.232585450695048,"Crop yield",FALSE
180,1.28496676575643,0.0634316795778003,0.00402164022958917,1.00138388576135,0.00572194211166755,2460.09553386295,0.0024789684473431,0.24789684473431,"Crop yield",FALSE
181,1.70123473587566,0.116980795318913,0.0135865817192021,0.997062999845655,0.0056681622617619,2456.01700431659,0.00506471448165628,0.506471448165627,"Crop yield",FALSE
182,-0.644265529607656,-0.0512032512861796,0.0026320614873606,1.01007914246901,0.0057562917229152,2454.5232049196,0.00671887178633985,0.671887178633984,"Crop yield",FALSE
183,-0.0135372985772073,0.00172231838293427,2.98171665878401e-06,1.01087487991517,0.00577095268768791,2461.4831160692,0.00564235981040077,0.564235981040076,"Crop yield",FALSE
184,-1.28532173457599,-0.102809567852326,0.0105224493126158,1.00193520416065,0.00569800556735842,2449.88664117979,0.00608217001893088,0.608217001893087,"Crop yield",FALSE
185,-0.0145454965574617,-6.53575048715801e-06,4.2716034430626e-11,1.00000036010738,0.00573051695370904,2461.83962970064,2.06977465339727e-07,2.06977465339727e-05,"Crop yield",FALSE
186,-1.78750140414364,-0.144440177613746,0.0205930831923384,0.993457205620103,0.0056336744489974,2443.52800581799,0.00589507329010628,0.589507329010627,"Crop yield",FALSE
187,-0.0305023580195934,-4.40442116445373e-05,1.93989258068967e-09,1.00000391558692,0.00573052937027573,2461.83857888862,2.17390925151429e-06,0.000217390925151429,"Crop yield",FALSE
188,-0.00527450656138548,0.00171929432919707,2.96458156158095e-06,1.00815480363768,0.00576088227204252,2461.68871784006,0.00423241333641821,0.423241333641821,"Crop yield",FALSE
189,0.280178804902023,0.0265369595939535,0.000709380227709869,1.01298878517843,0.00577727650107989,2461.81787201085,0.00692882336318827,0.692882336318826,"Crop yield",FALSE
190,-1.13287411560426,-0.0814126333918043,0.00661780590805325,1.00330836272541,0.00571698358954289,2456.13889016877,0.00502421666466871,0.50242166646687,"Crop yield",FALSE
191,-0.967388894035415,-0.0690098346298295,0.00476202470799315,1.0050043971565,0.00572990634740507,2457.32944335706,0.00505709716874569,0.505709716874568,"Crop yield",FALSE
192,0.52499591146776,0.0408446501504934,0.00167442562274092,1.00930857890946,0.00576040246045438,2461.65241370243,0.00543481690628659,0.543481690628659,"Crop yield",FALSE
193,0.865273240671436,0.063541613623948,0.0040433240849445,1.00680991451302,0.005742622705477,2460.79442962814,0.00522500203685034,0.522500203685033,"Crop yield",FALSE
194,0.481161590931633,0.0372324083773338,0.00139137353665189,1.00928591067777,0.00576125344181252,2461.71820767724,0.00530419499076731,0.530419499076731,"Crop yield",FALSE
195,0.599255294419222,0.0460277098442793,0.00212549967206321,1.00888197918854,0.00575726697366183,2461.51743753522,0.00541165199323515,0.541165199323514,"Crop yield",FALSE
196,-0.0138641544290961,0.00122341232206843,1.50146236894856e-06,1.00849129603987,0.00576211566677701,2461.66326711972,0.00440850518073049,0.440850518073049,"Crop yield",FALSE
197,0.80018178275619,0.0553557621132923,0.00306879449819123,1.00644435455613,0.00574472541187665,2461.13624966621,0.00459551529831316,0.459551529831316,"Crop yield",FALSE
198,-0.469376559452611,-0.0330845002926764,0.00109865520079276,1.00938733381694,0.00576005060655937,2459.75364196425,0.00555742983298349,0.555742983298348,"Crop yield",FALSE
199,0.459669432446657,0.0382482536733383,0.00147007605427074,1.01066813252324,0.00576620076218806,2461.7298565045,0.00604193480889587,0.604193480889586,"Crop yield",FALSE
200,0.273444459276423,0.0247938306163123,0.000618560533806556,1.01195558006916,0.00577367725230107,2461.83060248795,0.00636458471037218,0.636458471037217,"Crop yield",FALSE
201,1.60437685494248,0.122484311579075,0.0148681886050161,0.998051261191387,0.00566688373232084,2453.35923401505,0.00620478072121624,0.620478072121623,"Crop yield",FALSE
202,0.821305485776161,0.0705036054421612,0.00498608645896204,1.00958625110132,0.00574980245344157,2458.97214758105,0.00705601725484878,0.705601725484877,"Crop yield",FALSE
203,1.30304003033437,0.098563528129464,0.00968253097691166,1.00271700150673,0.00570562993772661,2457.63215659665,0.00588487768696591,0.58848776869659,"Crop yield",FALSE
204,-0.180683624787463,-0.00983742603974936,9.70442882206806e-05,1.00798308949277,0.00575946486353544,2461.41551259385,0.00424278009829472,0.424278009829471,"Crop yield",FALSE
205,0.210635402974098,0.0134365179997689,0.00018083087754147,1.00606328048391,0.00575285781360194,2461.8396835607,0.00318230758313328,0.318230758313328,"Crop yield",FALSE
206,-0.178207773782737,-0.00918646292635717,8.45727649545667e-05,1.00701805404449,0.00575597630976556,2461.50076042205,0.00373126817624835,0.373126817624834,"Crop yield",FALSE
207,0.0405573152211357,0.00475023936767427,2.26320196274372e-05,1.00824905767012,0.00576127413257252,2461.73456048103,0.00427584305801421,0.427584305801421,"Crop yield",FALSE
208,0.480528411164082,0.031526234494843,0.000995879525792453,1.00680017599186,0.00575317967699556,2461.72825316458,0.0038714554828363,0.38714554828363,"Crop yield",FALSE
209,0.15822599121688,0.0116285939034707,0.000135539538969406,1.00729641400246,0.00575756540380718,2461.82586058603,0.00380469040828865,0.380469040828864,"Crop yield",FALSE
210,0.298170013837915,0.0193423598871722,0.000374834297914625,1.00657849339885,0.00575426190100202,2461.83212240298,0.00351408906938727,0.351408906938726,"Crop yield",FALSE
211,0.459489823095238,0.0302299826765902,0.000915704248202546,1.0068560449,0.00575364778061825,2461.74726464,0.00386720082293726,0.386720082293726,"Crop yield",FALSE
212,0.0561859839329842,0.00605419779760544,3.67787788019383e-05,1.00884285936847,0.00576347641375059,2461.73105247084,0.0045832730578566,0.458327305785659,"Crop yield",FALSE
213,0.0558930359566436,0.00663986048858707,4.42871879874325e-05,1.01016991807713,0.00576839696081003,2461.67306564833,0.00527016824946657,0.527016824946657,"Crop yield",FALSE
214,0.130723701529818,0.0114325328759751,0.000131192918723636,1.00925818865515,0.00576488135422867,2461.7860264779,0.00481546069035869,0.481546069035868,"Crop yield",FALSE
215,-0.0821724193820133,-0.00325376770585776,1.06115214179708e-05,1.00727190350871,0.00575739990911408,2461.63206452818,0.00380147980481794,0.380147980481793,"Crop yield",FALSE
216,0.228106739476325,0.0181727707242193,0.000331460549109307,1.00916169854478,0.00576404059350598,2461.83445568282,0.00482692834909792,0.482692834909792,"Crop yield",FALSE
217,0.580769620021465,0.0415488952806683,0.00173072691846447,1.00781016784669,0.00575455572560099,2461.59213045118,0.00469623909142042,0.469623909142041,"Crop yield",FALSE
218,0.457933609319381,0.0296516972598627,0.000880902882909181,1.00665432428442,0.00575300004495992,2461.74817904706,0.00374985340964192,0.374985340964191,"Crop yield",FALSE
219,-0.133344743195096,-0.00651500477269074,4.25477249661399e-05,1.00742751110944,0.00575773882505598,2461.54783252652,0.00391242494087555,0.391242494087554,"Crop yield",FALSE
220,-0.298368315222534,-0.0169670467772376,0.000288502068365976,1.00705118721948,0.00575507317226245,2461.24607590507,0.00387902805863097,0.387902805863096,"Crop yield",FALSE
221,-0.2408893241541,-0.0135792570303989,0.000184851416649007,1.00752705410737,0.00575732464109643,2461.32900865855,0.00406367799622707,0.406367799622706,"Crop yield",FALSE
222,0.336735264081939,0.0327179613675866,0.00107955718329652,1.01399376185415,0.00577993379006708,2461.83788597199,0.0075851270763227,0.758512707632269,"Crop yield",FALSE
223,0.0594645183703146,6.434894872319e-05,4.14078720294884e-09,1.00000253743043,0.00573052664732638,2461.8368419486,1.14412590303912e-06,0.000114412590303911,"Crop yield",FALSE
1,-2.55570549201987,-0.166469255895332,0.0277286620401765,1.01159415355728,8.85708864130276e-07,1321.3033002062,0.00304837847056307,0.304837847056307,"Water quality",TRUE
2,-3.14372753919297,-0.191583976601259,0.0367265731790223,1.01247433836546,8.87656459730441e-07,1318.01664563379,0.00266432124139423,0.266432124139423,"Water quality",TRUE
3,-3.72714838877002,-0.211530764732569,0.0447710382996591,1.01309918201669,8.89170301832549e-07,1314.0507350412,0.00230938817016574,0.230938817016574,"Water quality",TRUE
4,-3.65357729834084,-0.225701126625419,0.0509780049020081,1.01423946627757,8.90250180532967e-07,1314.61865938818,0.00273359034141631,0.273359034141631,"Water quality",TRUE
5,-2.65279676787981,-0.150994026438251,0.0228087125132899,1.01008482933789,8.84521311672414e-07,1320.75440983287,0.00233023410843961,0.23302341084396,"Water quality",TRUE
6,-0.617235557886082,-0.0145718240624801,0.000212339532725542,1.00114281195871,8.73799826141253e-07,1326.84132554986,0.000408775782882561,0.0408775782882561,"Water quality",FALSE
7,0.015922926044683,0.00260039575617614,6.76173302685569e-06,1.00300003305861,8.71784959016957e-07,1327.09641931132,0.00357164564351166,0.357164564351166,"Water quality",FALSE
8,-2.43647197301105,-0.666017192166811,0.467714547052041,1.10126820514013,9.54724940254707e-07,1319.97863454334,0.0438564074197753,4.38564074197752,"Water quality",TRUE
9,-2.49576100906436,-0.72625205512231,0.564756291460358,1.11610320457324,9.70301497085494e-07,1318.54307585527,0.047924257793922,4.79242577939219,"Water quality",TRUE
10,-3.32765622821415,-0.776117376317154,0.626811423667784,1.08799803046891,9.49264384745859e-07,1313.54396233072,0.0350538991843779,3.50538991843778,"Water quality",TRUE
11,-3.74087695035845,-0.465535102167359,0.218023031091899,1.03518177712019,9.09255289108596e-07,1313.79844562285,0.0108454695627034,1.08454695627034,"Water quality",TRUE
12,-2.35953071963424,-0.631719255799579,0.418529685708498,1.09566209126718,9.4863480652203e-07,1320.82404350558,0.042456528250049,4.2456528250049,"Water quality",TRUE
13,-1.9801136445266,-0.423641340751033,0.182773181986957,1.05827301026218,9.13614683042063e-07,1323.97657268246,0.0297135008710632,2.97135008710632,"Water quality",FALSE
14,-0.90891847928979,-0.20463874398196,0.0422697304087106,1.04768820689755,8.90831569873249e-07,1327.00582578772,0.0341579884970163,3.41579884970163,"Water quality",FALSE
15,-1.01425832627299,-1.27633044829317,3.32572073221214,1.68408202101582,1.85555797350744e-06,1326.88291181126,0.0700809968550113,7.00809968550112,"Water quality",TRUE
16,-1.61616580325113,-0.899764772030805,1.11263451326842,1.29985311406306,1.21673302129082e-06,1309.2002658113,0.0719546564681137,7.19546564681136,"Water quality",TRUE
17,1.72082028568484,0.0229407299819679,0.000526275147379094,0.998873675161426,8.70753439049164e-07,1324.04817477331,0.000127173940566089,0.0127173940566089,"Water quality",FALSE
18,-1.12448398757858,-0.00450487413282823,2.02938922570967e-05,1.00025127929482,8.73042726055607e-07,1325.90581324574,1.15623102079836e-05,0.00115623102079835,"Water quality",FALSE
19,0.807696238619901,0.00378292026449147,1.43104846593898e-05,0.999810980941378,8.72361075258288e-07,1326.47101658623,1.57206058207359e-05,0.00157206058207359,"Water quality",FALSE
20,1.10261009298051,0.00332779504442306,1.10742195567217e-05,0.99982733256014,8.72400226321474e-07,1325.91032800501,6.53955096974613e-06,0.000653955096974613,"Water quality",FALSE
