Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location;Year;Intercropping design;Width;Distance to the CC;Relative density;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by;summary of the data;source document;;;
;Droev&Broek;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Wheat;;Triticum eastivum ;Lelystad, Netherlands;2021;Strip;3;0,450;50;Replacement;;-64;140;Organic;Organic;;;;No insecticide;Productivity;Saleable biomass;per plant;g;948,6309524;35,10481905;1140,65625;219,8895645;SD;3;4;Positive;;TLN;;marketable weight per plant (kg);;;;
;Droev&Broek;Cabbage;White cabbage;Brassica oleracea var. capitata f. alba;Wheat;;Triticum eastivum ;Lelystad, Netherlands;2021;Strip;3;0,450;50;Replacement;;-64;140;Organic;Organic;;;;No insecticide;Product quality;Marketability and commercial quality;Pest damage;all pests (%);23,71103566;5,694644551;22,87509873;2,969446666;SD;3;4;Negative;;TLN;;damage to the head (%);;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;Pig slurry and chicken manure;82;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;53496;2937;87274;2027;SE;4;4;Positive;FYM (Pig slurry and chicken manure);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;plant compost + silage+ lupine seeds;74;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;48589;2479;74181;3817;SE;4;4;Positive;VEGco (plant compost + silage+ lupine seeds);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;Biofiber, Deep litter+compost+monterra;75;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;44474;1883;70088;2240;SE;4;4;Positive;FYMco ( Biofiber, Deep litter+compost+monterra 13);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;Pig slurry and chicken manure;94;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;20632;3514;49580;4323;SE;4;4;Positive;FYM (Pig slurry and chicken manure);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;plant compost + silage+ lupine seeds;;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;21188;5396;57061;4284;SE;4;4;Positive;VEGco (plant compost + silage+ lupine seeds);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;Biofiber, Deep litter+compost+monterra;90;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;15081;838;45593;6626;SE;4;4;Positive;FYMco ( Biofiber, Deep litter+compost+monterra 13);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;Pig slurry and chicken manure;82;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;46703;4165;83296;3733;SE;4;4;Positive;FYM (Pig slurry and chicken manure);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;plant compost + silage+ lupine seeds;74;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;43164;2762;65517;3417;SE;4;4;Positive;VEGco (plant compost + silage+ lupine seeds);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2018;Row;0,5;0,5;50%;Replacement;-8;+12;+114;Organic;Organic;Biofiber, Deep litter+compost+monterra;75;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;44474;1883;61598;6031;SE;4;4;Positive;FYMco ( Biofiber, Deep litter+compost+monterra 13);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;Pig slurry and chicken manure;94;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;17967;5060;44672;3429;SE;4;4;Positive;FYM (Pig slurry and chicken manure);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;plant compost + silage+ lupine seeds;;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;19512;6418;56249;4470;SE;4;4;Positive;VEGco (plant compost + silage+ lupine seeds);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata f. alba;Beetroot;;Beta vulgaris L;Årslev, Denmark;2019;Row;0,5;0,5;50%;Replacement;-19;+4;+108;Organic;Organic;Biofiber, Deep litter+compost+monterra;90;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;12267;783;44226;7276;SE;4;4;Positive;FYMco ( Biofiber, Deep litter+compost+monterra 13);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L.;Mikkeli, Finland;2018;Row;0,5;0,5;50%;Replacement;+3;+11;+98;Organic;Organic;manure digestate+ biokali-conc. Potato juice;51;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;19756;779;65077;1043;SE;4;4;Positive;FYM (manure digestate+ biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L.;Mikkeli, Finland;2018;Row;0,5;0,5;50%;Replacement;+3;+11;+98;Organic;Organic;bone meal + biokali-conc. Potato juice;38;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;18690;1788;85798;1428;SE;4;4;Positive;FYMco (bone meal + biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L.;Mikkeli, Finland;2018;Row;0,5;0,5;50%;Replacement;+3;+11;+98;Organic;Organic;wood based soil improver+biokali;47;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;8814;2710;32946;2470;SE;4;4;Positive;VEGco (wood based soil improver+biokali);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;manure digestate+ biokali-conc. Potato juice;61;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;32900;2108;65079;2748;SE;4;4;Positive;FYM (manure digestate+ biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;bone meal + biokali-conc. Potato juice;76;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;19538;2048;29833;2376;SE;4;4;Positive;FYMco (bone meal + biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;wood based soil improver+biokali;124;kgN/ha;Organic;Productivity;Harvested biomass;per unit of area;kg/ha;28521;2004;45167;917;SE;4;4;Positive;VEGco (wood based soil improver+biokali);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;manure digestate+ biokali-conc. Potato juice;61;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;46697;6645;18588;4511;SE;4;4;Positive;FYM (manure digestate+ biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;bone meal + biokali-conc. Potato juice;76;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;15277;4334;11276;1276;SE;4;4;Positive;FYMco (bone meal + biokali-conc. Potato juice);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Onion;Yellow onion;Allium cepa L.;Mikkeli, Finland;2019;Row;0,5;0,5;50%;Replacement;-11;-8;+94;Organic;Organic;wood based soil improver+biokali;124;kgN/ha;Organic;Productivity;Saleable biomass;per unit of area;kg/ha;29536;5180;16427;4573;SE;4;4;Positive;VEGco (wood based soil improver+biokali);SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2018;Row;0,7;0,7;50%;Replacement;+2;0;+103;Organic;Organic;compost;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;15500;1227;29792;551;SE;3;3;Positive;FYM compost;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2018;Row;0,7;0,7;50%;Replacement;+2;0;+103;Organic;Organic;digestate;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;15438;1821;16208;2095;SE;3;3;Positive;FYMco digestate;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2018;Row;0,7;0,7;50%;Replacement;+2;0;+103;Organic;Organic;cow manure;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;21563;1429;27167;4268;SE;3;3;Positive;FYMco cow manure;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;compost;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;26790;2934;40193;4026;SE;3;3;Positive;FYM compost;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;digestate;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;39470;2064;51340;1787;SE;3;3;Positive;FYMco digestate;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;cow manure;;kgN/ha;No insecticide;Productivity;Harvested biomass;per unit of area;kg/ha;28510;4359;49227;4101;SE;3;3;Positive;FYMco cow manure;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;compost;;kgN/ha;No insecticide;Productivity;Saleable biomass;per unit of area;kg/ha;24876;2215;24230;3528;SE;3;3;Positive;FYM compost;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;digestate;;kgN/ha;No insecticide;Productivity;Saleable biomass;per unit of area;kg/ha;38102;1999;40759;4113;SE;3;3;Positive;FYMco digestate;SS;;;;;;
;Sureveg;Cabbage;White cabbage;Brassica oleracea L. var. capitata;Faba bean;;Vicia faba L. var. major;Pure, Latvia;2019;Row;0,7;0,7;50%;Replacement;0;0;+119;Organic;Organic;cow manure;;kgN/ha;No insecticide;Productivity;Saleable biomass;per unit of area;kg/ha;27456;4102;39949;7161;SE;3;3;Positive;FYMco cow manure;SS;;;;;;
