Observed_Outcome,Covariance_Ratios
1,0.9990408088396868
2,1.002645422619157
3,1.0017983929781507
4,0.9992686817158902
5,1.0028554028045635
6,0.9997021905510051
7,0.9997883416854987
8,0.999692106376893
9,1.0004247438681433
10,0.9996566065381348
11,0.9998036850718751
12,1.0202577817236658
13,0.9999316355930385
14,1.0002550693702394
15,1.0008092932703945
16,0.9998808772112476
17,0.9999714109165952
18,1.0000581647134006
19,1.001160922593056
20,0.9979780689774967
21,0.9996693115345688
22,0.9996730802728524
23,1.0008204490041475
24,1.0010804737205863
25,0.9996806288805102
26,0.994458780238037
27,1.000005767966159
28,0.9992334957540822
29,0.9995061940509526
30,0.9995748254155726
31,1.0022881341339147
32,1.0019947391469215
33,1.0026078919064043
34,1.0057927646726428
35,1.0000964077873324
36,1.0001620829005458
37,0.9996854641311665
38,0.9999615176754073
39,1.0003504485541366
40,1.000277239001365
41,1.0000280957109124
42,1.0004736352627817
43,0.9996475568528078
44,0.9999803124285944
45,0.9999896686811733
46,0.9997268101005852
47,0.999715021152595
48,0.9992796403488073
49,1.0002426420656283
50,0.9997538468670945
51,1.0005716158537181
52,1.0002512552939458
53,0.9999892155052864
54,0.9999912341331298
55,1.0000027606619768
56,0.9999907446958317
57,0.9999909138869025
58,1.0000004084475957
59,1.0000016823004725
60,0.9999924573800253
61,1.000003803628339
62,0.9999936277010514
63,1.0000039295378336
64,1.000003560852436
65,1.000003488375832
66,1.0000037663024854
67,0.9999889695491319
68,0.9999973377194885
69,1.0000014184670085
70,1.0000030258882406
71,1.0000032484042873
72,0.9999912769190601
73,0.9999918172117382
74,0.9999930888534977
75,0.9999917656118625
76,0.9999895435033985
77,0.9999911581180118
78,1.000004002048142
79,0.9999914296276236
80,1.000004911582304
81,1.0000032055392463
82,0.9999919671687211
83,1.0000030052242208
84,0.9999917767605363
85,1.0000044553114429
86,1.0000042643615494
87,1.0000036969326747
88,1.0000021380385689
89,0.9999922702021248
90,1.0000038989845201
91,1.0000039180079197
92,0.9999926431613619
93,1.0000042985789115
94,1.000002979456933
95,0.9999901399896169
96,1.0000024227717987
97,1.0000019804395688
98,1.0000037174235454
99,0.9999901323822644
100,0.9999922288805906
101,0.9999991140256624
102,0.9999903802403584
103,0.9999905217018543
104,1.0000026291532733
105,0.9999916774261141
106,0.999989023210658
107,0.9999991629417839
108,0.9999994666253988
109,0.9999908328816488
110,0.9999904909138324
111,1.0000071860573476
112,0.9999910933348598
113,0.9999917449983263
114,1.0000047462733617
115,0.9999916341655228
116,1.0000032309765678
117,0.9999907605921439
118,0.999991788787002
119,1.0000016917421093
120,0.99999412493682
121,1.000001090897701
122,1.000000062270676
123,0.9999892655043618
124,0.9999912930013336
125,1.0000030339368242
126,0.999992623922987
127,0.9999922611424925
128,0.9999919030779741
129,0.9999927131497531
130,0.999989381892595
131,0.9999912424152358
132,1.0000026896653584
133,0.9999914054055876
134,0.9999911818104095
135,0.9999906627794677
136,0.999989548588364
137,1.0000018227110952
138,1.000004089262475
139,0.9999907997775767
140,1.0000007517208316
141,0.9999922796959291
142,1.000000910740483
143,1.0000031667282907
144,0.9999930374332
145,1.0000038548290615
146,0.9999914082500628
147,0.9999911885027464
148,0.9999924323010316
149,1.0000046814193957
150,0.9999880187810799
151,1.0000302527256997
152,1.0000037894000255
153,0.9999865312898186
154,1.000004015413151
155,0.9999916718062706
156,1.0000025733998952
157,0.9999925661358448
158,0.999991568904721
159,0.9999907996864078
160,0.9999901557156415
161,1.0000036725721992
162,0.9999910626956157
163,0.9999924195444241
164,0.9999931309438124
165,1.0000010766769027
166,1.0000388476619555
167,1.0000686267738361
168,1.0000773051531575
169,1.0000054443046749
170,1.0000016660464126
171,0.9999904590366985
172,1.0000009700086705
173,1.000062299613225
174,1.00006216189039
175,0.9999996923550516
176,1.0000013266604233
177,0.9999922557738632
178,0.9999902884039988
179,1.0000004028510214
180,0.9999910989131835
181,0.9999901111088286
182,0.9999927546576386
183,0.9291012189302276
184,0.9282565950927496
185,1.2148808191934928
186,1.0025778313617306
187,0.9950480191868205
188,0.9642820288811824
189,0.9934855284414219
190,0.9812339008322967
191,0.989108692073184
192,0.9959992590851615
193,0.9904857362033679
194,0.9984693083903047
195,0.9900436624593768
196,0.9956258490915896
197,0.9999303531800414
198,0.9999706981714246
199,0.9999650717299104
200,0.9999986572252988
201,0.9998897033690773
202,1.000001852422704
203,0.9999968773976323
204,0.9999864801564179
205,0.999966483525663
206,0.9999896367913986
207,1.0000122475008681
208,0.9999801261405099
209,1.0001670725197707
210,1.0000827790516464
211,1.0000526987364675
212,1.000055413167961
213,1.0002899651533497
214,1.0000257534155066
215,1.0000200246178286
216,1.0000473656800188
217,1.0001488847717526
218,1.0000461637786704
219,1.0000249300544617
220,1.0000443054103139
221,0.9999993425419825
222,0.9999872441173653
223,1.0000199872267177
224,0.999906639259629
225,0.9999407268088629
226,0.9999850062635549
227,0.9999620834661648
228,0.9999675366235857
229,1.0000362211550253
230,0.999908434954926
231,0.9997793572313832
232,1.0000471257516996
233,0.9999705696359596
234,0.999968836652363
235,1.0000436657809855
236,0.9999927472400134
237,0.9999862714066611
238,1.0000044726519692
239,0.999991253579548
240,1.0000220594523648
241,1.0000212090755174
242,0.9996547906602241
243,0.999837591872823
244,1.00009098893198
245,1.0000031124099897
246,1.000008659923317
247,1.000010815958037
248,1.0001687177043266
249,1.0000190239411182
250,1.0000063288408563
251,1.0000381555219602
252,0.999972124165175
253,1.0000319628095684
254,0.9999723400646172
255,1.000018302832203
256,1.0000813294181035
257,1.0000475681456984
258,1.000048070852288
259,1.0000928493113437
260,1.000042515859461
261,1.0000000555157234
262,1.0000023983620194
263,1.0000106007911465
264,1.0000089923331776
265,1.0000055706200857
266,1.000018843962627
267,1.000012658085507
268,1.0000093255582059
269,1.0000039856355183
270,1.0000010823910368
271,0.9999900866662832
272,1.0000035928409836
273,1.0000026101744885
274,1.0000028868102926
275,1.0000036967384773
276,1.0000034862078753
277,0.9999999748826894
278,0.999992169342784
279,0.9999918850764203
280,0.9999982087771591
281,1.000000152932839
282,0.9999873192612794
283,0.9999972221482452
284,0.999999169386593
285,1.0000023901192634
286,1.0000029981336793
287,1.000001998611611
288,0.9999867885427346
289,0.9999889931248169
290,0.9999915447343589
291,1.0000007667241482
292,1.0000165292541516
293,0.9999980883675436
294,0.9999991905446927
295,1.000013585885656
296,0.9999927909213869
297,0.9999991461559543
298,1.000006894787647
299,0.9999897911646809
300,0.9999987842579952
301,0.9999977031294005
302,0.9999880119482328
303,0.9999884793030658
304,0.9999986133507694
305,1.0000031149310031
306,1.000005243331489
307,0.9999915162374562
308,1.0000000448385924
309,1.0000052198361638
310,0.999988615168145
311,1.000006422462255
312,0.9999953170796759
313,1.000003255035648
314,1.000001704040591
315,1.0000054361650152
316,0.9999849913506023
317,0.9999946145456929
318,1.000005859273362
319,0.9999894008501359
320,0.9999942729030812
321,0.9999942729030812
322,1.0000005642557703
323,1.0000034716469068
324,0.9999923180741392
325,1.0000029082354847
326,0.999989664160749
327,0.9999940290249884
328,1.000047350156474
329,0.9999239341370426
330,0.9999854191287371
331,0.9998186584842872
332,1.000140611023608
333,1.0000756889699542
334,1.000196886359824
335,0.9999892630668994
336,0.9998950341636992
337,0.9999904858460483
338,1.000094233483524
339,0.9999302730700658
340,1.0004086212341405
341,0.9999887262831313
342,1.0000427781791357
343,1.0000416181312053
344,1.000118684320478
345,1.00012153129213
346,0.9999914272214232
347,1.000437339557049
348,1.0001253199874207
349,0.9999865616066156
350,0.9997533361278159
351,0.9999114611874923
352,1.0000522780979932
353,1.0000710363752485
354,1.0001090169003892
355,1.0026446521414507
356,1.0001137392395152
357,1.0000700458038265
358,1.0000165029679065
359,1.0000231842775973
360,1.0001093048845828
361,0.9999899523695026
362,1.000058310441176
363,1.000054066107142
364,1.0001172141825732
365,1.0001305361218567
366,1.0000893944029017
367,0.9997936493777442
368,1.0000039186603427
369,1.0001166970673212
370,1.000112331525857
371,1.0042546194807125
372,1.000004667140731
373,1.0001242293438748
374,0.9999528556528966
375,0.9999914196090374
376,1.0000094260600874
377,0.9999619484777454
378,0.9999775800019309
379,0.9999381080506323
380,0.9999703042092649
381,1.000063247439136
382,1.0000092037634871
383,0.9999913170209614
384,0.9999435153950577
385,0.9999415689137674
386,0.9998933833426163
387,1.0001886912416802
388,1.0000912259954682
389,1.0000652631472227
390,1.0000236976523575
391,0.9999331135545421
392,0.999922801699889
393,0.9999449126848884
394,0.9999229648598035
395,0.9999319188606258
396,0.999934727790337
397,0.9999564605957916
398,0.9999446659443303
399,1.0000269115596485
400,0.9999630758067563
401,1.0000037239083646
402,0.9999260942014345
403,1.0001033516632427
404,1.000266124329081
405,0.9998971945382786
406,1.0001312724326352
407,1.0001500740309424
408,1.000359829354879
409,1.0003236639072153
410,1.0008870397449399
411,1.0001715752750824
412,1.0009120366577982
413,0.999987978704801
414,0.9999951323354359
415,0.9999565510187957
416,0.9999711004893387
417,0.9999479783160469
418,0.9999548512239246
419,1.000006342853432
420,0.9999106120011882
421,0.9999601635080575
422,1.0000464903636073
423,1.000038378234988
424,1.0000674722698997
425,0.9999595142681124
426,1.0000208315945451
427,1.0000183130280456
428,0.9999584761720676
429,0.9999059429705369
430,0.9999097312152646
431,1.0001033062110396
432,1.0000501635351557
433,0.9998361394503299
434,0.9998988757818762
435,1.0000126186525229
436,1.0000444938446587
437,0.9999438513767653
438,0.9999285541494543
439,0.9999336013716792
440,0.9999274910783535
441,0.9999282582341592
442,0.9999107230035034
443,0.9999390328307239
444,0.9999253010891709
445,0.9999653374649525
446,0.9999304437016386
447,0.999966176616659
448,0.9999358904329848
449,0.9999369031965454
450,0.9999194973135006
451,0.9999251511835996
452,0.9999325220692149
453,0.999928244998545
454,0.9998635071605321
455,1.000149725280308
456,1.0000007321507753
457,1.0000852877292037
458,1.0000265192803133
459,1.0000043032691444
460,1.0000348329457285
461,0.9999564082835785
462,1.0000779572642526
463,0.9998439598400324
464,1.0000617952200024
465,0.9999510550278862
466,0.9999170314302629
467,0.9999014213570766
468,0.9998865777195606
469,0.9998360385043266
470,0.9783991094026954
471,0.998487555379716
472,1.0173102480767353
473,0.9922273959034907
474,1.0010971190674667
475,0.9978632486052312
476,0.9999788324029762
477,0.9979284837742924
478,1.000584802932227
479,1.006650154282113
480,1.000050163620667
481,1.0149696350239517
482,1.000092625582129
483,1.0000413345558787
484,1.000267467617446
485,0.9999614609062807
486,1.0000752907329113
487,0.9999911644633829
488,0.9999571366999355
489,0.9998367207897679
490,1.0000868934958191
491,0.9999593010073139
492,1.0000813037259084
493,1.0000867840300816
494,1.0000961010054474
495,1.0000846940441972
496,1.000072054144023
497,1.000137712696887
498,1.0062192186407974
499,1.00011936495379
500,1.000069717109031
501,0.9998913981520197
502,1.000117190085023
503,1.0000494660688537
504,0.9998383817800767
505,1.0000421872356136
506,0.9999220032345852
507,1.000069844526448
508,1.0001539552792635
509,1.0003768847915602
510,1.0003145226755592
511,0.9999045012784558
512,0.9998801875387542
513,0.9998824684161889
514,0.9997510102023475
515,0.9995827481313369
516,0.9998262695664552
517,1.0001200838129496
518,0.9999744821700697
519,1.0001285848810708
520,0.9997249662926206
521,0.9998096988785198
522,0.9997217981094831
523,1.000134277454432
524,0.9999352051997566
525,1.0000383717775052
526,1.0001089308775815
527,1.0001362707596981
528,1.0002872093557504
529,0.9983221540992153
530,1.002214054991224
531,0.998163708353997
532,0.9992199366426476
533,1.0000394404297759
534,0.9967833942705014
535,0.9980816548283648
536,0.9989788087161803
537,1.0056523083115692
538,0.9987512180575601
539,1.0004113610047005
540,1.0023177783524704
541,0.9990789271888829
542,0.9972023670855941
543,1.0002404936532179
544,1.0006728685175406
545,0.9985597414438231
546,1.0000726142851646
547,0.999241334923967
548,0.9990833102511214
549,1.0003103496930312
550,0.9996513598113902
551,0.9997118509623396
552,1.0019238689688015
553,0.9997556777991722
554,0.9995284000733144
555,1.000008985563579
556,1.00008460812279
557,1.000142098487641
558,0.9994290384580853
559,1.000150897244656
560,1.0013595480557882
561,0.9995856335263237
562,0.9993932857352136
563,1.0012244154265548
564,0.9996266333579326
565,1.000794730546704
566,1.001341257071234
567,0.9992519932251079
568,1.000545913717528
569,1.0002358768664183
570,0.9983741306347294
571,0.9997727752216302
572,1.0001567452585782
573,1.0001968044219451
574,1.000016766072463
575,0.9999304603226563
576,0.9998422686178624
577,1.0004687841244957
578,0.9998587548652128
579,0.9999726891562801
580,0.9996587421614297
581,0.9993757766500034
582,1.0001419829614013
583,1.0002006386518516
584,1.000120635558262
585,1.0008510384685207
586,1.0000333876394032
587,1.0000105512383808
588,1.000017211148957
589,1.0000305299765837
590,1.0105693101107767
591,1.001135853065075
592,1.0048180538043932
593,1.0086159627585862
594,0.9982369011150637
595,1.006187972447713
596,1.000465466339643
597,1.002387786421403
598,0.9999938899002768
599,0.9999948168549079
600,0.9999944167145971
601,0.9999912378172191
602,0.9999833177467389
603,0.9999810852947126
604,0.9999892502854495
605,0.9999761371955562
606,1.000081495867441
607,1.0002420987973057
608,1.0000377818522805
609,0.9996714536978959
610,1.0070815570076515
611,0.9999707015459419
612,0.9999981385404292
613,0.9999772736599852
614,0.9999883805197098
615,1.0000123286172566
616,1.0000342922319483
617,1.0000371033854167
618,1.0000081152785172
619,0.999999307302618
620,1.0000047718944218
621,0.9999907028600425
622,0.9999917293059668
623,1.0000013866968573
624,1.0000040898183065
625,1.0000009480249403
626,0.9999915775420412
627,1.0000045637173727
628,1.0000059015133191
629,1.0000021324465003
630,0.9999922038820799
631,0.999990387445832
632,1.000003863885026
633,0.9999999720323314
634,0.9999910677150152
635,0.999998289695031
636,1.000003785913015
637,1.0000087131549322
638,1.000007941520886
639,0.9999869545813963
640,1.000003137675556
641,1.000013830558839
642,1.0000087829509707
643,0.9999952798164358
644,0.9999832009976258
645,0.9999799701384138
646,0.9999872362794558
647,0.9999999250653133
648,1.000004714045934
649,0.9999964888620562
650,0.9999940315735764
651,0.9999988129625852
652,0.9999989543822507
653,1.0000182656372683
654,0.9999989116989283
655,0.9999977887338918
656,0.9999838059747799
657,0.9999930394969002
658,0.9999897904616807
659,1.000005866005238
660,1.000006101950144
661,1.0000106013310828
662,1.000002056859948
663,0.9999972647762794
664,0.999987975381455
665,0.9999893069458556
666,0.9999972129942563
667,0.9999963617463672
668,0.9999880006013567
669,1.0020396240097025
670,0.999999844308261
671,1.0004302893567572
672,1.0005608397228436
673,1.0005439728999084
674,0.999123293340413
675,1.0002478301848294
676,1.0014535033837142
677,1.000853173876733
678,1.0010458516052387
679,0.9996778445247753
680,0.9993624033079019
681,0.9996386436917899
682,1.0001753284483121
683,1.0016546845298244
684,1.0009795565152508
685,1.0001241642424428
686,1.0017827599658675
687,1.0002640671667302
688,1.0002892824936553
689,1.0006586806176598
690,1.0005639087313287
691,0.99970889169048
692,0.9998260273049592
693,0.9998260273049592
694,1.0001001845744255
695,1.0006629379966336
696,1.0131108188732683
697,0.9997794316601374
698,1.0002636986549862
699,0.9987773528737461
700,1.001885713393944
701,1.0001416855500351
702,1.0003066726818592
703,1.0004073879617281
704,1.0004279751924765
705,1.00151479355514
706,1.0009050357418552
707,1.0016103304292978
708,1.0109399794944471
709,1.0042843254049854
710,0.999099427877939
711,0.999819970321935
712,0.9999411689254581
713,0.9961728413898051
714,1.000326340210007
715,0.9998989098309415
716,0.9954868026006868
717,1.0000850975461768
718,0.9993490289411423
719,0.9992860957737577
720,0.996201199783827
721,1.0002529450952649
722,0.9993162184978932
723,1.001119621815246
724,0.9992467047721446
725,0.9986049739989975
726,0.9999344432600062
727,0.9996380205425451
728,1.004419965390133
729,1.0036846395134624
730,0.9962898720343637
731,1.0043366325727858
732,0.9996555620483663
733,1.0052133582765717
734,1.00146002329032
735,1.0017085280376496
736,0.9993782865479178
737,0.9998124310035218
738,1.001017865773286
739,0.9997570026578166
740,1.0003327039749725
741,1.0003941304763142
742,1.0005830732818193
743,1.001737779290157
744,1.0000231347802908
745,1.0011846904724502
746,0.9996490042341
747,0.9998514372961543
748,1.0009322875982776
749,0.9998621278001253
750,1.000248259554816
751,1.000071415037527
752,0.9996016122565275
753,0.9988204171754121
754,0.9997044194416901
755,0.9993536259664269
756,0.9998133048765806
757,0.9999428816191815
758,0.9997265740870771
759,0.9999602180572128
760,0.9997474339109584
761,1.0000227384334608
762,0.9997193158012346
763,0.9999837862024421
764,0.9998044143266792
765,0.9996410505822562
766,0.9997787386110142
767,1.00075919475911
768,0.9996956943393808
769,1.0002702686429805
770,0.9998247534688993
771,0.9997865724643152
772,1.0010461787807812
773,0.9997210841104645
774,1.000026154692388
775,1.0004561625656159
776,1.0001026263690775
777,1.0001004651476924
778,0.9998453627006134
779,0.9998102017994479
780,0.9959328678468774
781,1.0001765681806165
782,1.0004776271369344
783,1.000101401361019
784,1.0004386292846257
785,0.9996986414099901
786,0.9989918574600161
787,0.9987860062541439
788,0.9992111501721572
789,0.9991216431092754
790,0.9995293947181231
791,0.9995825743758846
792,1.000963561835969
793,0.9993843857558149
794,1.0004765655350445
795,0.9993353042630542
796,1.0006599284682816
797,1.0002910205555615
798,1.0007309091119412
799,0.9994333742021236
800,0.9994838655620011
801,1.0005157198917571
802,0.9998840255893903
803,0.999720373339919
804,1.0000003858554878
805,1.0000072629397196
806,1.0000062056430883
807,0.9999937657875199
808,1.000004927456532
809,0.9999959006917969
810,1.0147758860485658
811,0.9990575437405268
812,1.0000096508404968
813,0.9999604652413637
814,0.9999942303485058
815,1.0000117205549575
816,1.0000026990214268
817,1.0000003091203167
818,0.9999918406453616
819,1.0000045896364047
820,0.9999774147819563
821,0.9999971488807128
822,0.9999941982763163
823,0.9999897166430277
824,0.9999929898261835
825,1.0000069019774742
826,0.9999746619209432
827,1.0000081925047255
828,0.9999956325303663
829,0.9999889522498561
830,1.0000063398999146
831,1.0000071529039232
832,0.9999757027796733
833,1.000011788393968
834,0.9999945249054458
835,1.001913952048933
836,1.0005837357649559
837,0.999995039820162
838,1.0002721130726278
839,1.0003883925213544
840,1.0001647743522097
841,1.010610338133442
842,1.0003954156613348
843,0.9983848292376314
844,0.9982014953886366
845,0.9973073212945686
846,1.002069642598288
847,1.0075203727172644
848,0.9855198298731712
849,1.909103076806645
850,0.9875032181993242
851,0.9984250715359695
852,0.9981479812921444
853,0.9982758197685322
854,0.9983323078810542
855,0.9978580552579004
856,0.9980711482983586
857,1.0041164496998742
858,0.9979087199038004
859,0.9984238713460766
860,0.9983420934402322
861,0.9988317916917252
862,0.9982375992697973
863,0.9986227554213042
864,0.9982050820114948
865,0.9982615771845423
866,0.9941972643909046
867,1.001358024277522
868,1.000153174633959
869,0.9974865052913958
870,1.004242669264639
871,0.9813082387244351
872,0.9977363865518706
873,1.1460040002572238
874,1.0016781136261785
875,1.0013883494379634
876,0.9983239703749839
877,1.145535952989801
878,0.9999902571383373
879,0.9999541746809393
880,0.9999739344962151
881,0.9999535660467174
882,0.9999711145845627
883,0.9999425063697792
884,0.9999734704966196
885,1.053867650196779
886,0.9999637063455077
887,1.0000033911522568
888,0.9999683795696124
889,0.9999582417076491
890,0.999997050897795
891,0.9999874746649737
892,0.9999734812648595
893,0.9999309644585265
894,0.9999598297625609
895,0.9999563483749817
896,0.9999645772109422
897,0.9999927819372713
898,0.9999630516535973
899,0.9999581679475463
900,0.9993951400457004
901,0.9999252985572059
902,0.9999429925511389
903,0.9999989106400112
904,0.9999866431630676
905,1.000026496407807
906,1.0001348804572245
907,0.9966790407733928
908,0.9999641876140898
909,1.0048453857744946
910,1.0000708814534538
911,1.000004174439681
912,0.999741242709581
913,0.9999074445049358
