Observed_Outcome,Residuals,Standard_Errors,Z_Values
1,0.6377137527452522,0.2608697459448109,2.444567691955225
2,0.20267168182348727,0.19986399248654804,1.0140479998523406
3,0.7748480595729103,0.3187346092143186,2.4310132542020213
4,0.14096591164199626,0.30495959215342644,0.4622445572103065
5,0.18631916936923365,0.2055806552998038,0.9063069144201307
6,0.3537416343529428,0.23168973637101392,1.5267902665592505
7,0.4196997091262867,0.2631448892606973,1.594937717792766
8,-0.2022487807361822,11.599720749487146,-0.0174356594528471
9,-0.25861371770706937,0.2589596791630957,-0.9986640335007194
10,0.01748382173214528,0.5750914905068366,0.030401809139510183
11,-0.0802889455898047,0.11341634162365491,-0.7079133786224955
12,-0.014686662611814727,0.06815022207863072,-0.21550425169369913
13,-0.056007509319692866,0.22517514756076176,-0.24872864490775864
14,-0.010604627648459864,0.1200718790041367,-0.08831899472560528
15,-0.47813605889325417,0.4459949745183857,-1.0720660236353032
16,-0.562863711813219,3.847728128894251,-0.1462846887716501
17,-0.054094193327156,0.19015905602600355,-0.28446814186834635
18,-0.19614038362112335,0.5727087467459093,-0.34247841461402356
19,-0.021968110078471034,0.08274405460401536,-0.26549472567670107
20,-0.15388379261987567,0.09219208362837072,-1.6691649278715321
21,0.0047902754302742035,3.642764696092647,0.0013150109408418323
22,0.058698657099957585,11.104830162543221,0.0052858671623767055
23,-0.11227272093926227,0.09675168497515493,-1.1604213504714984
24,-0.1340022200857725,0.09664461118337554,-1.3865462175797245
25,-0.03492459366148652,1.1441475351337795,-0.030524554385726977
26,-0.08738008447681882,0.0655151264087082,-1.3337390808301082
27,-0.053243907876098596,0.17560279177592095,-0.3032064999515544
28,-0.07203069994088715,0.07247511956985331,-0.9938679697032053
29,0.007963316437842764,0.4324035461854884,0.018416399467794223
30,-0.011252262834746424,0.21947228200527616,-0.05126963064281583
31,-0.0013978841702982827,0.06860016978455222,-0.02037726983312899
32,0.015808343340746336,0.07056731866855973,0.22401791139316055
33,-0.009152026486524679,0.06735251408488033,-0.13588247760122107
34,-0.0025854003300394834,0.06625744643863432,-0.03902052477126483
35,0.005039620137223026,0.06519241182176636,0.077303784234907
36,-0.003000598283451287,0.07399171991430793,-0.04055316306914302
37,0.01938945326526397,0.06749832432543473,0.2872582906174107
38,-0.0186342187735843,0.07441896358347722,-0.2503961070713102
39,0.011459782283367779,0.07343697896320897,0.1560492063420663
40,-4.638301382832669e-4,0.06562652158569951,-0.007067723948732624
