Observed_Outcome,Residuals,Standard_Errors,Z_Values
322,0.01074645674580492,0.10955861655301831,0.09808864956417576
323,0.030875552453607243,0.11231129142864585,0.2749104926215121
324,-0.011295240899337913,0.10828056071377151,-0.1043145771030473
325,0.03867828056355262,0.0886261478563482,0.4364206444608788
326,-0.0032312877927423954,0.06564145407130091,-0.0492263286738364
327,0.00347786860902654,0.06655955666811002,0.05225197977757647
328,0.007072584309419511,0.06567800496911905,0.10768573608082263
329,-0.001693189165463834,0.06512490848484531,-0.02599910241498216
330,0.0112055091141426,0.06530681512804812,0.17158253839468024
331,0.0019303278751271408,0.06576819778295895,0.029350475460759907
332,0.01879542204346036,0.1725980473320369,0.1088970723249407
333,-0.027552214074806593,0.3084463036902587,-0.08932580402219532
334,-0.008464680848424385,0.5491636060857805,-0.015413768783327175
335,0.01383527076218288,0.19200249670642233,0.07205776487030494
336,-0.030588089385479075,0.9463231186593248,-0.032323092168364057
337,-0.030587524014937997,0.3741137420812156,-0.08175995846818643
338,-0.07169478865870954,0.06718024627307209,-1.067200444119941
339,-0.046104576330878326,0.4407611246470646,-0.10460218415994864
340,-0.03545060458888682,0.4113069003927829,-0.08619015279109785
341,-9.577711593716301e-4,0.18366684704646302,-0.005214719884255096
342,0.018274130872945073,0.06685742829472031,0.27332985038534857
343,0.01827013958228825,0.08456848791107188,0.21603956785298375
344,-0.022266379530204543,0.41314609906667743,-0.0538946866024045
345,-0.03065431699245476,1.0079916570814262,-0.030411280467551018
346,0.024344657925847838,0.6913145310852763,0.03521502417666501
347,-0.00428319175817597,0.09973169138431508,-0.042947148481326095
348,-0.00818823715958207,0.7004167789976481,-0.011690521137000868
349,0.028251982348928603,0.8425770286310745,0.033530444563423814
350,-0.023705950024201738,0.7281596729049161,-0.03255597763280319
351,-0.019874040134916636,1.4891413787783263,-0.013345972664610972
352,-0.01948923149310332,0.330762293983475,-0.05892216811773899
353,-0.027769918951501278,0.06490935650970427,-0.427826132390475
354,-0.06403974001235826,0.40420506425202485,-0.1584337893709046
355,0.017619782255391278,0.554075543739642,0.03180032480132483
356,0.03580521094685993,0.36392924994752934,0.09838508707948662
357,-9.86836966350109e-4,0.9479864711645885,-0.0010409821198585178
358,0.06486149946381448,0.1365542430987829,0.47498706735091256
359,0.023964679681978726,0.06439751616386302,0.3721367082078023
360,0.13231817806067964,0.07008957272206744,1.8878439819482558
361,0.05137651585238784,0.06553055102727276,0.7840086043379333
362,-0.022952139053738455,0.06639791526800323,-0.3456755978120138
363,0.00149769290473983,0.06649617612948268,0.02252299292854814
364,0.005914980622241478,0.06845860492955753,0.08640229564023207
365,0.015889519224432477,0.06693792999720495,0.2373769135839121
366,0.24246368805729454,0.06738027505568175,3.5984371963000634
367,0.013100677691739131,0.06581977020829866,0.19903864219336606
368,0.04185635347678275,0.0659221588858732,0.6349360243077895
369,0.006879127032657358,0.06736546255960953,0.10211652635161883
370,0.06484726943520012,0.07269070228448883,0.8920985407653382
371,-0.0042694658824393075,0.07408632418337262,-0.057628259054557256
372,0.40803468145187055,0.0688608575176373,5.925495211083608
373,0.28341959688229934,0.0671140593083861,4.222954173878814
374,0.23634871422374903,0.07073428862401292,3.3413598810621705
375,0.1685305267920632,0.07035940718351996,2.395280653125479
376,0.07037647495447286,0.07317237937428026,0.9617901666760594
377,0.03400757576123217,0.07269171330838024,0.4678329098801365
378,0.022818836177485015,0.06879623991657163,0.33168725798324356
379,0.016104202528160867,0.06935479471514183,0.23220027676968857
380,0.02274334697885063,0.06874087390526029,0.33085623860697283
381,0.004562618371709721,0.06854398810352526,0.06656482206460734
382,0.08533466795462004,0.07064370545398703,1.2079585492610068
383,0.06817052124551118,0.07075505771680636,0.963472060447754
384,0.180240735230207,0.07075045499218408,2.5475558461089545
385,0.10064327503002046,0.07102887533327812,1.4169346559098275
386,0.1742653342353765,0.07418012429595626,2.349218687476318
387,0.08071487509872609,0.0768856151164841,1.0498046347998977
388,0.3645901778414065,0.06684952792346631,5.4538930814711675
389,0.02219922244650982,0.064351336585972585,0.34496909659136504
390,0.049101386803979324,0.06441363297592004,0.7622825252277737
391,0.028729553653983303,0.06431776090940244,0.4466814958694155
392,0.024468099710876913,0.0645243458454005,0.3792072494543713
393,0.011492599590673672,0.06441723802576088,0.1784087604947872
394,0.018476986678813017,0.0643561779260745,0.28710509657732325
395,0.011252071757466994,0.06428081456579526,0.17504556893798887
396,0.022251831535193986,0.06450635800439475,0.344955632647529
397,0.014352738821896693,0.06426069327945698,0.22335175811875366
398,0.1306936775281665,0.07019441044216058,1.8618815473328412
399,0.04966498096289734,0.06576787410695306,0.7551556384828729
400,0.0796028399570158,0.07023603424386075,1.1333618250801765
401,0.03603001266602483,0.06732010769934571,0.5352043230075672
