Observed_Outcome,Cooks_Distance
191,2.5219888487118644e-4
192,3.263968232694336e-5
193,2.0103506814742267e-4
194,4.85692315111417e-6
195,2.2149409520752993e-4
196,4.4230141494189204e-5
197,3.05233796181778e-6
198,2.6111810538083094e-7
199,3.929937303690745e-7
200,2.46702458523317e-8
201,7.130808558715252e-6
202,4.4288013599328e-10
203,8.800744989531214e-9
204,1.0038764889866187e-7
205,8.10278181436436e-7
206,1.4498898668653577e-7
207,3.195103079761566e-8
208,6.70182798252031e-8
209,1.0764422681644284e-5
210,2.7321277418355707e-6
211,1.5781742898491444e-6
212,1.1581762838256687e-6
213,3.0698278362437284e-5
214,2.7648966207150906e-7
215,1.372514911526164e-7
216,9.233295777979346e-7
217,9.869075046859614e-6
218,8.270008344614273e-7
219,4.5170740789474645e-7
220,8.379176114561388e-7
221,3.010380354408406e-8
222,1.5361070069413503e-8
223,1.210805724789487e-7
224,5.024455788530671e-6
225,1.385258250094642e-6
226,1.7348183194201325e-7
227,9.319027334696978e-7
228,9.329572887542765e-7
229,8.819811193024003e-7
230,4.837691024534652e-6
231,6.793217546128154e-5
232,9.206574909488168e-8
233,5.941989168534085e-7
234,2.808569058450482e-7
235,1.1560545462232428e-6
236,4.5196164869245535e-8
237,1.7432266323014202e-7
238,9.1531644580944e-11
239,7.7408877257378495e-10
240,3.620972520449373e-7
241,3.7094361591384637e-7
242,1.27891092169441e-4
243,2.7071148633092354e-5
244,4.238130131295326e-6
245,7.989416374784258e-10
246,1.2906451961250467e-7
247,3.426173530285542e-8
248,1.0955740089165858e-5
249,1.2637601383640484e-7
250,4.3683268654076656e-9
251,6.379946205296065e-7
252,1.9223822008510908e-7
253,3.384758533939516e-7
254,1.7186538948767251e-7
255,9.036133359382232e-8
256,2.9876759627375777e-6
257,1.1002885312066291e-6
258,1.0957107093289443e-6
259,2.981074166556995e-6
260,7.171445218533771e-7
261,1.1963826787416439e-8
262,1.951472835557977e-10
263,3.338963860329343e-8
264,1.4473359498617607e-7
265,1.0274235303902456e-9
266,1.0694163314259515e-7
267,4.413059105643407e-8
268,1.4117796683058683e-7
269,2.7896039581831894e-9
270,3.405382321317319e-8
271,9.520109137821078e-10
272,3.681304418500962e-11
273,4.226064219149246e-9
274,1.2752874493519235e-8
275,7.752733211970404e-10
276,1.7554927913573876e-9
277,3.527476007329185e-14
278,4.714242600879627e-11
279,2.180412760980484e-9
280,1.8675770707416282e-7
281,5.715452658000338e-8
282,1.260815926474419e-7
283,6.674133312326531e-8
284,3.761780407197682e-8
285,4.4498773919791665e-8
286,2.565825777600744e-8
287,2.7460893648663176e-9
288,6.81136167573563e-8
289,1.1880036002944653e-8
290,5.922868946367377e-9
291,2.7181251829240148e-8
292,1.2746189747684923e-6
293,1.3221044718593437e-7
294,3.4661194769530184e-8
295,4.5871715840180843e-7
296,1.9553197685164775e-9
297,1.3350538355856342e-8
298,9.480804070844028e-8
299,6.578786392380593e-8
300,9.73470070568609e-8
301,5.7842417649456345e-8
302,5.996077601895288e-8
303,3.780249420544751e-8
304,9.40496758737124e-8
305,7.759171785231458e-10
306,7.050591777868342e-9
307,1.186638343833786e-9
308,1.8454311927678504e-10
309,1.5958744539501797e-9
310,4.4585308155383824e-8
311,5.311595716242911e-8
312,4.3304464642805466e-8
313,1.5126904443912838e-8
314,1.669200244894219e-8
315,1.5043038809142986e-8
316,1.7657034182736052e-6
317,7.340349846875986e-8
318,3.427292773195271e-8
319,5.370906132464682e-8
320,7.474206340225969e-8
321,7.474206340225969e-8
322,6.486041238154718e-8
323,4.2649083077615284e-10
324,2.3889588679619334e-9
325,1.1883845984007297e-10
326,2.5519363864215352e-9
327,2.9790206475777513e-8
328,5.772194164098739e-7
329,6.790205260857774e-6
330,4.2602103522248585e-7
331,2.8370151566936378e-5
332,5.742697929966682e-6
333,1.4022050877470964e-6
334,1.4535791029543577e-5
335,2.769188422284536e-7
336,1.7790034717510267e-5
337,4.86209308520367e-7
338,1.6193740328965051e-6
339,2.955285017470204e-5
340,4.3753921096556185e-5
341,1.9159625979652344e-6
342,3.108785054399075e-7
343,3.1695908000576416e-7
344,9.632456819620316e-8
345,1.2941118131562246e-7
346,5.484642347950328e-8
347,1.3083762403126716e-5
348,1.1662679426353993e-7
349,1.8195303111587405e-8
350,1.4039947440112286e-4
351,4.038903496961992e-5
352,4.540729125986192e-5
353,1.1318142044960985e-7
354,1.5397121646770736e-7
355,3.346817058061779e-4
356,1.2586898289808366e-7
357,1.241748746668856e-10
358,5.493559257354073e-8
359,4.0984553817683844e-8
360,1.4831247750911044e-8
361,6.27704883430245e-8
362,1.2660634187790791e-9
363,1.222352422530815e-9
364,1.1066402155988114e-7
365,5.811274700190587e-5
366,2.8590088066477146e-8
367,1.7823295444142944e-4
368,3.917445115158164e-8
369,1.868737160452677e-7
370,1.336510373396781e-7
371,0.001308882444088494
372,2.0721845710128983e-7
373,1.1595791269709473e-7
374,9.233703924427487e-6
375,2.033604804935941e-10
376,9.056098564122909e-9
377,1.5932700491189367e-7
378,1.343321708048818e-7
379,8.898114741813713e-7
380,2.3608452152228244e-7
381,1.01061797017855e-6
382,4.3822377505571794e-09
383,9.65502413059087e-12
384,4.450560016370754e-7
385,7.280883742369038e-7
386,2.429491745516561e-6
387,6.384753373973921e-6
388,1.4682487901594026e-6
389,7.794746334996705e-7
390,8.86422194543009e-8
391,6.989613648175471e-7
392,1.2854695159732303e-6
393,7.210961508216587e-7
394,9.78387338352828e-7
395,7.14548772193926e-7
396,9.326901115749658e-7
397,2.494372085580879e-7
398,4.4808397343800893e-7
399,1.333306984207403e-7
400,1.4369784296422057e-7
401,6.155798451622845e-10
402,9.030858643729149e-7
403,2.4145469996003167e-6
404,1.222694219019556e-5
405,2.280958517096667e-6
406,3.566528659864637e-6
407,3.960494744635899e-6
408,2.199311650553095e-5
409,1.9113781283659412e-5
410,1.1562690721838103e-4
411,5.3162875018734685e-6
412,1.1889312575901006e-4
413,2.3149886632258802e-9
414,2.14232219030415e-9
415,2.5559500135303953e-7
416,2.12201701972435e-7
417,6.178104382805062e-7
418,4.426517400596597e-7
419,3.7825719488163884e-10
420,1.394419893151154e-6
421,4.248955757939819e-7
422,5.901821122716555e-7
423,2.489330661896946e-7
424,7.825024739834181e-7
425,3.695626850204363e-7
426,8.631311855248352e-8
427,4.357517355359566e-8
428,2.3528814144363268e-7
429,1.5245556286610088e-6
430,1.8531582061969853e-6
431,2.413753448668594e-6
432,4.521338776985886e-7
433,5.2526939366620136e-6
434,2.338417052917821e-6
435,1.4255696522220132e-8
436,5.394600674244791e-7
437,6.980313272199317e-7
438,1.0786141215607951e-6
439,6.627828500857299e-7
440,1.1654982860952474e-6
441,8.007854518091023e-7
442,1.2849729033995836e-6
443,5.651029359297963e-7
444,1.2330694280458975e-6
445,2.844052741977675e-7
446,1.0359834830957251e-6
447,1.1695964422234316e-7
448,9.528749429053378e-7
449,9.042952111553091e-7
450,1.0573670627097011e-6
451,1.2849729141041086e-6
452,1.0073493436074791e-6
453,8.179542804304611e-7
454,3.4705644520626458e-06
455,4.640563797063343e-6
456,1.3894864092209296e-8
457,1.3791500038309307e-6
458,1.0526615659569452e-7
459,3.736934122845447e-8
460,3.630303494518718e-7
461,4.5655299452062415e-7
462,1.0788452058308302e-6
463,5.626668328100852e-6
464,9.219432909791489e-7
465,5.093692906233141e-7
466,1.5216899019081206e-6
467,2.2387136147793477e-6
468,2.8848301427136826e-6
469,6.2093594540996135e-6
470,0.0027825927936477543
471,2.4194092964508683e-4
472,8.438507412663898e-4
473,1.6662598660017986e-4
474,1.3035711258692505e-4
475,2.3714265465250546e-4
476,1.8567872382934116e-6
477,1.9872818820004575e-6
478,3.638121724712811e-6
479,1.3434593460557678e-4
480,3.928780804660371e-7
481,0.006752314369278942
482,1.8625294086294043e-8
483,1.5593571048946504e-7
484,1.0836686952011789e-5
485,6.11990614484986e-7
486,2.98590778779585e-8
487,7.417499087054124e-7
488,7.172143523967372e-7
489,9.446710748238319e-6
490,3.420609797788048e-8
491,5.502522868265246e-7
492,1.2314362723842535e-8
493,1.2060180649604824e-7
494,7.596936827134964e-11
495,4.478825524520296e-9
496,1.3060995225623331e-6
497,3.629956104779182e-7
498,0.008961158933552666
499,5.045057777169439e-6
500,2.3766463670139206e-6
501,6.273036217790478e-6
502,4.805595492312502e-6
503,7.246300539620056e-7
504,1.2423983122739208e-5
505,6.004476488488165e-7
506,2.832576360193961e-6
507,1.950197320786834e-6
508,8.296698650482341e-6
509,4.9294572697114835e-5
510,3.549556020861868e-5
511,3.5330722496244222e-6
512,7.2058370895322466e-6
513,6.459766003384644e-6
514,2.8882330468187238e-5
515,9.210924294689189e-5
516,1.3180840907320123e-5
517,5.454707931909915e-6
518,2.907324180424172e-7
519,6.480339325976948e-6
520,4.576982308017241e-5
521,1.8168892812317894e-5
522,4.5303098287820363e-05
523,8.18121591649008e-6
524,1.9792166524296133e-6
525,8.707260745575031e-7
526,4.567879333393369e-6
527,8.195902616457781e-6
528,3.0380696597302292e-5
529,4.4559215475563985e-5
530,5.187156310381656e-4
531,3.0245499313332955e-4
532,4.222334671158956e-5
533,7.232116129833231e-8
534,0.0018688963208325006
535,3.670220881368062e-4
536,8.112213599240177e-5
537,0.001110662614418637
538,1.4998749134397538e-4
539,9.12901608806853e-6
540,2.347159425318075e-4
541,8.287341168878973e-5
542,0.0013798086900679728
543,1.9940126390749307e-6
544,9.50558559619419e-6
545,9.719132244292118e-5
546,1.3232928737859038e-7
547,4.701436100467525e-5
548,9.989861333539957e-5
549,3.0445213154547527e-6
550,1.5007246702537278e-4
551,3.035406261424449e-5
552,8.715072225000206e-5
553,1.126002255446053e-5
554,1.878953590939777e-5
555,1.6021048638375186e-8
556,1.4793286350552868e-7
557,6.63138751544109e-7
558,1.8776996541049108e-5
559,1.0713208454458883e-7
560,5.753939235016138e-5
561,1.1946380863693233e-5
562,1.9766576327350434e-5
563,4.674580667374325e-5
564,8.3039348134045e-6
565,1.7722994092082103e-5
566,5.394964573231365e-5
567,2.7244175414506073e-5
568,1.0287232435708635e-5
569,2.049586450382832e-6
570,1.229254189580868e-4
571,2.383912826666552e-6
572,8.456231646943662e-7
573,4.865126300321287e-6
574,3.754030179071015e-8
575,1.1031355346424584e-6
576,4.902517160060027e-6
577,2.795986571468417e-5
578,2.9289515743920663e-6
579,1.4100268436570724e-7
580,2.1696551036194593e-5
581,8.810714198669833e-5
582,3.318873573455668e-6
583,5.9751616115796405e-6
584,2.1255269116207647e-6
585,9.56456757273435e-5
586,8.95642261822991e-6
587,1.9550240983778817e-7
588,6.060954341105882e-6
589,1.358979759234734e-5
590,0.005607990010017278
591,0.018938405864665168
592,0.002527438303687486
593,0.00470079714300662
594,0.01177448550197511
595,0.003346570449499963
596,3.3198542442466623e-4
597,2.4090278695068743e-5
598,2.695120379331487e-9
599,1.6069775455642809e-6
600,1.5963836450764542e-6
601,1.600223655099374e-6
602,1.6122904582730882e-6
603,5.577965727415136e-7
604,1.0086661755754926e-6
605,3.5953310910177893e-6
606,1.5682717550698164e-5
607,8.00122864446013e-5
608,2.122231685816836e-5
609,1.9717794685548493e-4
610,0.0011518133463830993
611,2.2695086812108135e-6
612,7.547935852989705e-8
613,4.1614150326410103e-7
614,4.004495820597469e-8
615,1.7033213207323401e-7
616,3.378291072463477e-6
617,3.413607343463042e-6
618,3.471108591500236e-8
619,1.1317646485653673e-8
620,2.948671143949044e-9
621,3.6109874333190884e-9
622,1.6561485551411021e-9
623,1.4174509442435415e-10
624,8.522880265893115e-11
625,2.8984371335061335e-10
626,1.4479507392280351e-11
627,2.4359011936953126e-11
628,1.3721597635525994e-9
629,2.3710262170522616e-9
630,7.915102298668349e-11
631,7.245181404534296e-9
632,4.4520156087110246e-11
633,2.264779234092793e-8
634,3.391201916315167e-10
635,9.586739722400484e-8
636,4.649817765915804e-9
637,1.1194580938709453e-7
638,4.644403896972065e-8
639,3.557815111457568e-8
640,1.0594524008644025e-8
641,2.1045153081601688e-7
642,4.316949992975473e-8
643,5.4783732847026664e-8
644,1.5695542049209354e-7
645,2.771222842071507e-7
646,4.102393799011655e-7
647,6.876641309643686e-9
648,2.1838472147737222e-11
649,3.631606694924652e-8
650,1.3688277160443387e-8
651,2.9339557017645573e-8
652,2.0646526356420128e-11
653,3.748233202207514e-7
654,8.116335533688308e-8
655,4.14393710158975e-8
656,1.104690840533927e-7
657,1.691926341598588e-7
658,2.5446365619268617e-7
659,5.821667533108869e-11
660,5.118376030135261e-12
661,1.2212866527891005e-10
662,2.848848829480853e-11
663,1.045840883355257e-9
664,1.1749318452942077e-10
665,1.1640751601767902e-10
666,3.0122189250179976e-10
667,7.95842283730506e-10
668,7.88051222269394e-10
669,6.290265089699249e-5
670,3.813816563004548e-11
671,1.287658941492026e-5
672,6.215161182182346e-5
673,6.118081511698684e-5
674,6.355120131907749e-5
675,6.86758369620034e-6
676,2.818680805307732e-4
677,1.7078571287042636e-4
678,2.5252618205276017e-4
679,1.7438102485417393e-4
680,4.539134380977461e-4
681,2.519586949438565e-4
682,1.0565792148858091e-5
683,9.767767432562972e-4
684,2.055492262878032e-4
685,2.2359591452456783e-6
686,8.224245698662965e-5
687,2.764426242452393e-7
688,5.358620843107862e-6
689,7.129615108872655e-5
690,2.050462069491459e-5
691,8.030296238278656e-6
692,3.0897578294599604e-5
693,3.0897578294599604e-5
694,4.0338556827807224e-5
695,4.922427671120838e-8
696,2.1512315600725163e-5
697,8.451947215921422e-7
698,4.378580081550413e-6
699,1.265986229931785e-4
700,6.307550851801883e-8
701,1.0068955259401121e-5
702,2.13406458121314e-5
703,3.96450157684111e-4
704,3.5916073345692394e-6
705,1.2797467721956126e-4
706,2.9899843450293836e-6
707,2.2355717673024154e-4
708,5.120999874973513e-4
709,2.0583796076284197e-5
710,4.626749713465014e-5
711,3.702304280253036e-7
712,1.967347757522943e-5
713,1.923591670777363e-5
714,1.0555445449298017e-6
715,8.068790243866394e-8
716,2.893839102714765e-4
717,4.530194387370472e-8
718,4.216091400840868e-6
719,6.983321847407095e-6
720,2.2532526135193704e-4
721,5.831020881595604e-7
722,7.5238843724970005e-6
723,1.3165059870228423e-5
724,6.37209216403809e-6
725,2.3928662454484364e-5
726,4.253502833540509e-8
727,1.5069546927657278e-6
728,2.2594022804619813e-4
729,1.5506975607162073e-4
730,2.4243157909555353e-4
731,2.1773165544678258e-4
732,3.793134122980773e-6
733,3.041980451749983e-4
734,2.2813986426169442e-5
735,3.3024872516268824e-5
736,6.658383624034502e-6
737,6.547164777959993e-7
738,1.5597987608755725e-5
739,9.945552597082862e-7
740,1.7852660565546249e-6
741,2.5409123079860132e-6
742,5.6458384441179e-6
743,5.1724495103564525e-5
744,8.48272174636258e-9
745,2.3660197680759132e-5
746,2.1139526864739896e-6
747,3.900225011178163e-7
748,1.462108833939876e-5
749,3.676915548241749e-7
750,9.476990336470329e-7
751,6.060693067595965e-8
752,1.932074523487642e-6
753,1.715372798409801e-5
754,1.166277343699204e-6
755,5.641800575191608e-6
756,2.2159929089356647e-7
757,4.5939252986251586e-8
758,1.0154555148851046e-6
759,3.077576835101917e-8
760,9.379045127634561e-7
761,9.189701872955e-9
762,1.019906885853615e-6
763,1.2534961810266955e-8
764,5.504988440161884e-7
765,3.432925221572268e-8
766,6.041849755751476e-7
767,7.80842851155076e-6
768,1.3374213976120034e-6
769,9.88806066671571e-7
770,4.0938188171500573e-7
771,6.790462581949664e-7
772,1.639629554235526e-5
773,1.3392454148781644e-6
774,2.3355915235531104e-9
775,3.4065729363516205e-6
776,6.892801958455512e-8
777,1.1091288535815723e-7
778,2.1217877016398666e-7
779,5.419118665419007e-7
780,0.004925678138416556
781,1.2410468545612222e-7
782,1.7385984768756548e-6
783,7.479454141332598e-8
784,1.7489320291117246e-6
785,8.998381106383907e-7
786,1.2836912609479601e-5
787,1.547029031636868e-5
788,8.147231971556855e-6
789,9.401470229312204e-6
790,4.155241257949829e-6
791,3.2367251108446372e-6
792,1.5336985183249525e-5
793,6.877654788873005e-6
794,3.7318885573651386e-6
795,8.307735737773214e-6
796,1.8678390541328005e-6
797,8.122944062418727e-7
798,4.573690769034353e-6
799,4.8107888387511295e-6
800,4.083699031954624e-6
801,4.497542265492631e-6
802,2.952870654556892e-7
803,1.5213976141161822e-6
804,1.9833780988491803e-10
805,1.459116141334044e-11
806,1.3649717056798656e-11
807,1.1682721086141834e-11
808,3.545945346963929e-11
809,4.4071452720754586e-11
810,2.7870570698752546e-4
811,1.3568715315372658e-6
812,1.4500071359700084e-10
813,3.479276195215524e-9
814,7.583420629841251e-12
815,6.302095200679464e-11
816,4.959039692207377e-12
817,1.3110895269837132e-11
818,4.656928305401301e-12
819,9.71548233363558e-12
820,6.69284662888991e-10
821,7.542322847377884e-11
822,4.2655894509696907e-10
823,4.261388423294834e-12
824,1.4862067918643721e-10
825,2.9058786848024496e-11
826,6.654604426301808e-10
827,3.9274250769456035e-11
828,1.3682990211050512e-10
829,2.3734555973928677e-10
830,1.241330242703791e-10
831,9.97736162445112e-11
832,6.456687458012158e-10
833,7.243814315508078e-11
834,3.9151936694734547e-10
835,3.793599657414931e-6
836,1.245786997104242e-5
837,1.3014880797313778e-9
838,1.7495180222247896e-7
839,3.573199530449569e-8
840,1.3193526050436266e-7
841,8.452354453844678e-5
842,2.835893738005371e-7
843,3.0281160644639257e-5
844,3.831246175575933e-5
845,3.033055292640467e-4
846,9.385864211151842e-4
847,8.129860554519596e-8
848,0.002275898344813353
849,0.2622867300180006
850,7.378541743586555e-5
851,2.8894383662984925e-5
852,1.1052164637070427e-4
853,4.3567937995802935e-5
854,3.245956040195928e-5
855,6.92345603941922e-5
856,5.38256442167546e-5
857,2.0490478209340287e-4
858,5.4806533909439694e-5
859,3.0193044984866825e-5
860,8.32076571169826e-5
861,1.833755057444437e-5
862,3.718127709461528e-5
863,3.084501983982994e-5
864,3.9770352448332076e-5
865,6.466168484746854e-5
866,5.405055232280989e-4
867,9.596377247659529e-5
868,9.016302462348152e-7
869,9.977752726365516e-5
870,0.001299030907296758
871,7.367668391039577e-5
872,1.2810402844198117e-4
873,0.04330193221632013
874,4.67478628297654e-4
875,0.001256673410180864
876,2.51183236333836e-5
877,0.16253166060045338
878,6.837873785113342e-9
879,7.501853517770292e-8
880,1.2014961933985774e-8
881,1.2296063126814384e-7
882,2.1346732691584673e-8
883,1.2941697473281477e-7
884,5.6902750224454086e-8
885,0.028032917476004303
886,8.347950743328797e-8
887,8.969144330175232e-12
888,6.632525577885446e-8
889,1.220267236591835e-7
890,1.8917216009730806e-9
891,8.91519545386116e-9
892,1.3969575342996468e-8
893,1.8966771000761724e-7
894,1.0665856204020042e-7
895,1.1859201084336772e-7
896,7.198016556790517e-8
897,1.3934175758988848e-10
898,9.670009531643377e-8
899,1.0168281134748108e-7
900,1.906067820087374e-5
901,1.9465411000074464e-7
902,1.0411313784346324e-7
903,2.4491873576153993e-9
904,9.747904615920441e-9
905,4.986459544024349e-8
906,7.043052319183613e-7
907,8.373576033015922e-4
908,8.387788236475106e-8
909,0.0023866076518912977
910,1.14535018465949e-6
911,1.8893961533477384e-7
912,1.229055360831684e-4
913,1.2049959808614837e-5
914,2.1648598908822304e-4
915,1.0611306631787384e-5
916,1.0926046689579623e-5
917,0.0019095076593496796
918,1.0481085128547117e-6
919,7.098295732921352e-9
920,0.003023161996363548
921,0.002903517153550253
922,1.2525792735558696e-6
923,3.953520633715361e-6
924,3.690497003302799e-5
925,6.338875169175912e-9
926,2.1077865727741224e-6
927,2.362654214348303e-6
928,0.401149487455564
929,2.4630353520753003e-6
930,1.0687133532218702e-6
931,1.9016851995175755e-7
932,4.95306983053446e-7
933,5.219645469296894e-7
934,0.004046011298339486
935,6.866651603272648e-6
936,2.672903135287807e-6
937,5.625309013368573e-6
938,1.5828320743438955e-5
939,2.9495136136951323e-5
940,1.1070237076187978e-5
941,4.010733695172099e-7
942,1.2982784158291659e-5
943,8.097707091439197e-6
944,6.635058499571778e-8
945,3.383967771488854e-7
946,1.2017639416408332e-6
947,4.406569294932642e-9
948,8.276592410457424e-6
949,1.2775464665845456e-4
950,7.786737392373658e-6
951,5.9859594712186924e-5
952,5.505777249934051e-5
953,1.4633803940216886e-6
954,1.3001886693415256e-4
955,9.293523490935543e-5
956,6.458534102112508e-5
957,2.4309222328721506e-4
958,8.873101283499693e-5
959,7.321119700502619e-7
960,2.1315512249741026e-5
961,2.9595841033577324e-7
962,2.146384576210378e-6
963,1.0107231863949977e-6
964,2.7995820440499353e-7
965,2.7995820440499353e-7
966,2.604037403887918e-6
967,1.0794814880331251e-5
968,2.6141585806592467e-5
969,2.200173450166478e-6
970,2.574351060338854e-6
971,2.4518474063522655e-6
972,2.464524411321019e-6
973,1.3042798644247717e-6
974,2.4858085777022535e-6
975,2.392368248640663e-6
976,2.5217420754514205e-6
977,2.4453072196556274e-6
978,2.4932558993877705e-6
979,2.577478558971339e-6
980,1.7031584790988175e-6
981,7.0685409016011e-7
982,1.4040802340718918e-8
983,2.8753326118816467e-7
984,2.3658388011815224e-7
985,3.309232406359545e-5
986,2.3068394985487194e-8
987,5.721718993945938e-5
988,1.9193886888307485e-5
989,1.793275969563635e-4
990,5.695365173445955e-4
991,0.0014896832606923446
992,7.181473999264972e-5
993,1.9808704724527294e-6
994,2.478535304073038e-4
995,1.5380739062084918e-6
996,7.248332133159784e-6
997,4.139971752585514e-4
998,2.6322359257530044e-4
999,1.1347838947654708e-4
1000,2.34318930709917e-5
1001,6.028123673297083e-9
1002,1.6769753651128614e-7
1003,7.305964367169414e-6
1004,1.9492703357569028e-4
1005,0.0011104698284439627
1006,1.0203670775008277e-5
1007,2.972960697787064e-5
1008,5.033060453650367e-6
1009,4.0264260562925723e-4
1010,9.40049930512447e-7
1011,3.112865496017708e-8
1012,8.92230061242177e-9
1013,9.567758153674438e-6
1014,1.022625603381443e-4
1015,1.0552561171294984e-4
1016,1.697732044601466e-5
1017,5.841122060519097e-6
1018,8.883684603714296e-6
1019,4.925051017351725e-6
1020,0.01953951706552138
1021,1.0976377836751024e-5
1022,8.596580490891626e-6
1023,4.166769252001045e-6
1024,1.0576717805589528e-6
1025,1.0500903669196676e-6
1026,7.038321368758737e-8
1027,7.771664544754699e-6
1028,1.0335207992605275e-6
1029,4.6139059965447186e-6
1030,7.176204891031537e-5
1031,3.5624256023942777e-07
1032,9.015782584610714e-7
1033,1.1474149058200999e-5
1034,2.1252303106533165e-4
1035,5.576943813772423e-6
1036,1.1609819855039942e-7
1037,1.0497039917208037e-6
1038,1.979232559024757e-6
1039,0.0018515425881034389
1040,1.6347795590847212e-6
