Entry ID;Source ID;MC species;MC variety;MC latin;CC species;CC variety;CC latin;Location ;Year;Intercropping design;Width;Distance to the CC;Relative density  ;Density design;RSD;RHD;SH period;System;Fertilizer type;Fertilizer detail;N dose;N unit;Pest management type;AES;Sub-category;Metric;Unit;Treatment value;Treatment MV;Control value;Control MV;MV metric;n_Treatment;n_Control;Relationship;Comment;Entered by;Reviewed by
802;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Red clover;Vivi;Trifolium pratense L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;18;NA;54;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
803;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;38;NA;54;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
804;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-415;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;35;NA;54;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
805;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Winter rye;Hacada;Secale cereale L.;Aarsev, Denmark;2004;Row;0,25;0,25;100%;Additive;-44;0;+129;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;40;NA;54;NA;NA;4;4;Positive;Exp 1 - twice pruning;RC;TLN
806;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;51;NA;81;NA;NA;4;4;Positive;Exp 2 - without pruning;RC;TLN
807;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-275;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;29;NA;81;NA;NA;4;4;Positive;Exp 2 - without pruning;RC;TLN
808;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;67;NA;81;NA;NA;4;4;Positive;Exp 2 - once pruning;RC;TLN
809;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-272;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;51;NA;81;NA;NA;4;4;Positive;Exp 2 - once pruning;RC;TLN
810;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;86;NA;81;NA;NA;4;4;Positive;Exp 2 - twice pruning;RC;TLN
811;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-272;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;t/ha;76;NA;81;NA;NA;4;4;Positive;Exp 2 - twice pruning;RC;TLN
812;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;25;NA;46;NA;NA;4;4;Positive;Exp 2 - without pruning;RC;TLN
813;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-272;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;11;NA;46;NA;NA;4;4;Positive;Exp 2 - without pruning;RC;TLN
814;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;35;NA;46;NA;NA;4;4;Positive;Exp 2 - once pruning;RC;TLN
815;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-272;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;27;NA;46;NA;NA;4;4;Positive;Exp 2 - once pruning;RC;TLN
816;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Birdsfoot trefoil;Dawn;Lotus corniculatus L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-346;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;47;NA;46;NA;NA;4;4;Positive;Exp 2 - twice pruning;RC;TLN
817;Båth, 2008;Cabbage;White cabbage;Brassica oleracea capitata var. alba cv. Impala;Salad burnet;;Sanguisorba minor L.;Aarsev, Denmark;2005;Row;0,25;0,25;100%;Additive;-272;0;+134;Organic;Organic;Chicken manure;200;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;t/ha;41;NA;46;NA;NA;4;4;Positive;Exp 2 - twice pruning;RC;TLN
818;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;18380;NA;17780;NA;NA;3;3;Positive;;RC;TLN
819;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;21180;NA;19440;NA;NA;3;3;Positive;;RC;TLN
820;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;24640;NA;20720;NA;NA;3;3;Positive;;RC;TLN
821;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;17230;NA;16320;NA;NA;3;3;Positive;;RC;TLN
822;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;20350;NA;18180;NA;NA;3;3;Positive;;RC;TLN
823;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Productivity;Saleable biomass;per unit of area;kg/ha;22500;NA;19470;NA;NA;3;3;Positive;;RC;TLN
824;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);154,7;NA;142,7;NA;NA;3;3;Positive;;RC;TLN
825;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);157,4;NA;153,1;NA;NA;3;3;Positive;;RC;TLN
826;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);163,9;NA;164,6;NA;NA;3;3;Positive;;RC;TLN
827;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);155,7;NA;146,6;NA;NA;3;3;Positive;;RC;TLN
828;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);159;NA;156,4;NA;NA;3;3;Positive;;RC;TLN
829;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Head diameter (mm);165,3;NA;160,1;NA;NA;3;3;Positive;;RC;TLN
830;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);150,7;NA;144,6;NA;NA;3;3;Positive;;RC;TLN
831;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);152,8;NA;153,8;NA;NA;3;3;Positive;;RC;TLN
832;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);164,5;NA;166,6;NA;NA;3;3;Positive;;RC;TLN
833;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);151;NA;147,3;NA;NA;3;3;Positive;;RC;TLN
834;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);152,4;NA;149,8;NA;NA;3;3;Positive;;RC;TLN
835;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Thickness (mm);167,9;NA;164,1;NA;NA;3;3;Positive;;RC;TLN
836;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);1938;NA;1522;NA;NA;3;3;Positive;;RC;TLN
837;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);2043;NA;1880;NA;NA;3;3;Positive;;RC;TLN
838;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2018-2019;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);2303;NA;2334;NA;NA;3;3;Positive;;RC;TLN
839;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;190,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);1975;NA;1651;NA;NA;3;3;Positive;;RC;TLN
840;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;240,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);2105;NA;2005;NA;NA;3;3;Positive;;RC;TLN
841;Biswas, 2022;Cabbage;White cabbage;Brassica oleracea var. capitata cv. Green express;Egyptian clover;NA;Trifolium alexandrinum L.;Nadia, West Bengal, India;2019-2020;Row;NA;NA;100%;Additive;5;later;+93;Conventional;Mixed;Vermicompost+Urea;290,5;kgN/ha;NA;Product quality;Marketability and commercial quality;Grading;Volume (cm3);2362;NA;2146;NA;NA;3;3;Positive;;RC;TLN
842;Ellis, 2000;Cabbage;Broccoli;"Brassica oleracea L. ""Packman""";Purslane;upright purslane;Portulaca oleracea L.;Storrs, CT, USA;1993;Mixed;NR;NR;100%;Additive;-7;later;;Conventional;Synthetic;urea-diammonium phosphate + Ammonium nitrate;182;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;g/m2 ;1445;NA;1715;NA;NA;4;4;Positive;weed-free;TLN;WAHR
843;Ellis, 2000;Cabbage;Broccoli;"Brassica oleracea L. ""Packman""";Purslane;upright purslane;Portulaca oleracea L.;Storrs, CT, USA;1993;Mixed;NR;NR;100%;Additive;-7;later;;Conventional;Synthetic;urea-diammonium phosphate + Ammonium nitrate;182;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;g/m2 ;622;NA;795;NA;NA;4;4;Positive;unweeded;TLN;WAHR
844;Ellis, 2000;Cabbage;Broccoli;"Brassica oleracea L. ""Packman""";Purslane;upright purslane;Portulaca oleracea L.;Storrs, CT, USA;1994;Mixed;NR;NR;100%;Additive;-9;later;;Conventional;Synthetic;urea-diammonium phosphate + Ammonium nitrate;182;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;g/m2 ;2311;NA;2370;NA;NA;4;4;Positive;weed-free;TLN;WAHR
845;Ellis, 2000;Cabbage;Broccoli;"Brassica oleracea L. ""Packman""";Purslane;upright purslane;Portulaca oleracea L.;Storrs, CT, USA;1994;Mixed;NR;NR;100%;Additive;-9;later;;Conventional;Synthetic;urea-diammonium phosphate + Ammonium nitrate;182;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;g/m2 ;670;NA;623;NA;NA;4;4;Positive;unweeded;TLN;WAHR
846;Carlos, 2021;Cabbage;Collard greens;"Brassica oleracea L. var. acephala ""HS-20""";Chicory;;Chichorium intybus L. ;Sao Paulo, Brazil;2018;Row;0,125;0,125;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;kg/ha;47870,69;10,49;75384,59;10,49;CV;4;4;Positive;;RC;TLN
847;Carlos, 2021;Cabbage;Collard greens;"Brassica oleracea L. var. acephala ""HS-20""";Chicory;;Chichorium intybus L. ;Sao Paulo, Brazil;2018;Row;0,125;0,125;100%;Additive;+14;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;kg/ha;54029,2;10,49;75384,59;10,49;CV;4;4;Positive;;RC;TLN
848;Carlos, 2021;Cabbage;Collard greens;"Brassica oleracea L. var. acephala ""HS-20""";Chicory;;Chichorium intybus L. ;Sao Paulo, Brazil;2018;Row;0,125;0,125;100%;Additive;+28;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;kg/ha;58037,71;10,49;75384,59;10,49;CV;4;4;Positive;;RC;TLN
849;Carlos, 2021;Cabbage;Collard greens;"Brassica oleracea L. var. acephala ""HS-20""";Chicory;;Chichorium intybus L. ;Sao Paulo, Brazil;2018;Row;0,125;0,125;100%;Additive;+42;NA;NA;Conventional;Synthetic;Urea;160;kgN/ha;NA;Productivity;Harvested biomass;per unit of area;kg/ha;66979,71;10,49;75384,59;10,49;CV;4;4;Positive;;RC;TLN
850;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Florida 401;Secale cereale L.;Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Productivity;Saleable biomass;per unit of area;Mg/100m;2,2;NA;2,9;NA;NA;16;16;Positive;n = 4rep * 2 mowing treatments * 2 locations = 16;RC;TLN
851;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Wrens abruzzi;Secale cereale L.;Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Productivity;Saleable biomass;per unit of area;Mg/100m;2,4;NA;2,9;NA;NA;16;16;Positive;n = 4rep * 2 mowing treatments * 2 locations = 16;RC;TLN
852;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Black oat;Soilsaver;Avena strigosa L.;Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Productivity;Saleable biomass;per unit of area;Mg/100m;2,4;NA;2,9;NA;NA;16;16;Positive;n = 4rep * 2 mowing treatments * 2 locations = 16;RC;TLN
853;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Annual ryegrass;Gulf;Lolium multiflorum L.;Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Productivity;Saleable biomass;per unit of area;Mg/100m;2,9;NA;2,9;NA;NA;16;16;Positive;n = 4rep * 2 mowing treatments * 2 locations = 16;RC;TLN
854;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Florida 401;Secale cereale L.;Citra, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);410;NA;383;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
855;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Wrens abruzzi;Secale cereale L.;Citra, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);377;NA;383;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
856;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Black oat;Soilsaver;Avena strigosa L.;Citra, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);377;NA;383;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
857;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Annual ryegrass;Gulf;Lolium multiflorum L.;Citra, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+83;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);386;NA;383;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
858;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Florida 401;Secale cereale L.;Live Oak, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+84;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);334;NA;377;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
859;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Rye;Wrens abruzzi;Secale cereale L.;Live Oak, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+84;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);369;NA;377;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
860;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Black oat;Soilsaver;Avena strigosa L.;Live Oak, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+84;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);383;NA;377;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
861;Chase, 2008;Cabbage;Broccoli;"Brassica oleracea L. var. Italica ""Arcadia""";Annual ryegrass;Gulf;Lolium multiflorum L.;Live Oak, Florida, USA;2005;Strip;0,4575;0,1525;100%;Additive;0;later;+84;Organic;Organic;Poultry litter+fish fertilizer;NA;NA;Organic;Product quality;Marketability and commercial quality;Grading;number of merketable heads (per 100m);358;NA;377;NA;NA;8;8;Positive;n = 4rep * 2 mowing treatments = 8;RC;TLN
862;De Almeida Lacerda, 2020;Cabbage;Kale;Brassica oleracea L. var. acephala;Coriander;Verdao;Coriandum sativum L.;Pombl, Brazil;2014-2015;NA;NA;NA;100%;Additive;0;NA;NA;Conventional;Synthetic;Urea;40;kgN/ha;Conventional;Productivity;Harvested biomass;per unit of area;kg/ha;12892,5;NA;21211;NA;NA;4;4;Positive;;RC;TLN
